rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Eunice Barber,FRA,6736,,1,Götzis,May 27
2,Yelena Prokhorova,RUS,6694,,1,Edmonton,Aug 5
3,Natalya Roshchupkina,RUS,6551,,3,Götzis,May 27
4,Natalya Sazanovich,BLR,6539,,2,Edmonton,Aug 5
5,Irina Belova,RUS,6528,,4,Götzis,May 27
6,Shelia Burrell,USA,6472,,3,Edmonton,Aug 5
7,Karin Ertl,GER,6365,,2,Ratingen,Jun 17
8,Liga Klavina,LAT,6279,,1,Amsterdam,Jul 15
9,DeDee Nathan,USA,6275,,4,Brisbane,Sep 5
10,Svetlana Sokolova,RUS,6270,,,Arles,Jul 1
11,Shen Shengfei,CHN,6263,,1,Guangzhou,Nov 18
12,Larisa Netseporuk,EST,6172,,1,Kaunas,Jul 01
13,Svetlana Kazanina,KAZ,6159,,1,Desenz. del Garda,May 13
14,Alena Vindyuk,RUS,6146,,1,Tula,Jul 14
15,Yelena Chernyavskaya,RUS,6130,,7,Götzis,May 27
16,Tatyana Gordeyeva,RUS,6092,,2,Krasnodar,May 19
17,Katja Keller,GER,6082,,8,Götzis,May 27
18,Jane Jamieson,AUS,6070,,1,Brisbane,Mar 24
19,Maren Freisen,GER,6056,,4,Ratingen,Jun 17
20,Svetlana Parfyonova,RUS,6030,,3,Tula,Jul 14
21,Beatrice Mau-Repnak,GER,6026,,2,Vaterstetten,Aug 26
22,Carolina Klüft,SWE,6022,,1,Grosseto,Jul 22
23,Sabine Krieger,GER,6009,,3,Vaterstetten,Aug 26
24,Nicole Haynes,CAN,6002,,11,Götzis,May 27
24,Tiia Hautala,FIN,6002,,10,Edmonton,Aug 05
