rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Eunice Barber,FRA,6861,,1,Sevilla,Aug 22
2,Denise Lewis,GBR,6724,,2,Sevilla,Aug 22
3,DeDee Nathan,USA,6577,,1,Götzis,May 30
4,Ghada Shouaa,SYR,6500,,3,Sevilla,Aug 22
5,Sabine Braun,GER,6497,,4,Sevilla,Aug 22
6,Irina Belova,RUS,6467,,2,Götzis,May 30
7,Tiia Hautala,FIN,6369,,5,Sevilla,Aug 22
8,Karin Ertl,GER,6332,,3,Götzis,May 30
9,Magalys Garcia,CUB,6290,,1,Winnipeg,Jul 28
10,Urszula Wlodarczyk,POL,6287,,7,Sevilla,Aug 22
11,Irina Vostrikova,RUS,6278,,3,Prague,Jul 04
12,Remigia Nazaroviene,LTU,6262,,8,Sevilla,Aug 22
13,Shelia Burrell,USA,6261,,4,Götzis,May 30
14,Lyudmila Blonska,UKR,6230,,1,Odessa,May 21
15,Svetlana Kazanina,KAZ,6228,,1,Tashkent,Jun 10
16,Natalya Roshchupkina,RUS,6219,,5,Götzis,May 30
17,Marie Collonvillé,FRA,6188,,9,Sevilla,Aug 22
18,Gertrud Bacher,ITA,6185,,1,Desenzano del Garda,May 09
19,Mona Steigauf,GER,6146,,6,Götzis,May 30
20,Yelena Prokhorova,RUS,6132,,2,Desenzano del Garda,May 09
21,Elzbieta Raczka-Lasota,POL,6051,,7,Prague,Jul 04
22,Anzhela Atroschenko,BLR,6050,,3,Desenzano del Garda,May 09
23,Irina Tyukhay,RUS,6029,,2,Krasnodar,May 22
24,Tiffany Lott-Hogan,USA,6026,,2,Eugene,Jun 25
25,Yulia Akulenko,UKR,6014,,2,Odessa,May 21
