rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Eva Wilms,FRG,4924,,1,Hannover,Sep 5
2,Sigrun Siegl,GDR,4813,,1,Split,May 2
3,Lyudmila Popovskaya,URS,4783,,1,Sochi,May 16
4,Nadyezhda Tkachenko,URS,4772,,2,Kiev,Jun 11
5,Christine Laser,GDR,4745,,2,Montreal,Jul 26
6,Burglinde Pollak,GDR,4740,,3,Montreal,Jul 26
7,Jane Frederick,USA,4732,,1,Santa Barbara,Mar 31
8,Tatyana Vorochobko,URS,4707,,1,Sochi,May 16
9,Margit Papp,HUN,4697,,1,Budapest,Aug 11
10,Petra Rompf,GDR,4679,,2,Halle,Sep 4
11,Diane Jones,CAN,4641,,1,Götzis,May 16
12,Margot Eppinger,FRG,4640,,1,Dortmund,Jun 06
13,Zoya Spasovkhodskaya,URS,4587,,4,Kiev,Jun 11
14,Yekaterina Gordienko,URS,4559,,,,
15,Djurdja Focic,YUG,4507,,1,Nova Gorica,Jun 11
16,Iraida Stepanova,URS,4491,,3,Tallinn,Jul 11
17,Penka Sokolova,BUL,4474,,2,Celje,Jun 19
18,Ildiko Szabo-Erdelyi,HUN,4467,,2,Budapest,Aug 11
18,Andrea Seeger,GDR,4467,,3,Potsdam,May 16
20,Olga Rukavishnikova,URS,4457,,6,Kiev,Jun 11
21,Regula Frefel,SUI,4451,,1,Basel,Jun 07
22,Natalya Prokopchenko,URS,4446,,1,Dnepropetrovsk,Sep 12
23,Yekaterina Smirnova,URS,4432,,1,Sverdlovsk,Sep 18
24,Ilona Bruzsenyak,HUN,4426,,2,Budapest,May 09
25,Susan Longden,GBR,4422,,1,København,Jun 27
