rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Irina Press,URS,4880,,1,Krasnodar,Sep 14
2,Mary Bignal,GBR,4679,,1,Wolverhampton,Aug 8
3,Jutta Heine,FRG,4647,,1,Hannover,Oct 4
4,Galina Bystrova,URS,4624,,1,Gorkiy,Jun 16
5,Lidia Shmakova,URS,4611,,2,Krasnodar,Sep 14
6,Galina Grinvald,URS,4593,,2,Warsaw,Jun 28
7,Galina Akimova,URS,4572,,2,Moscow,May 17
8,Lidya Vasilyeva,URS,4516,,3,Krasnodar,Sep 14
9,Galina Golunova,URS,4503,,1,Minsk,Jun 22
10,Maria Romanova,URS,4493,,1,Leningrad,Jul 15
11,Edeltraud Keller,FRG,4491,,1,Trossingen,Aug 09
12,Gertrud Hantschk,FRG,4479,,1,Nuremberg,Jul 12
13,Waltraud Paluszkiewicz,GDR,4459,,1,Aue,Aug 09
14,Nina Vinogradova,URS,4453,,3,Leningrad,Jun 12
15,Christa Gutsche,GDR,4452,,1,Jena,Oct 04
16,Olga Nosaleva,URS,4444,,4,Leningrad,Jul 15
17,Maria Chojnacka,POL,4418,,2,Warsaw,Jun 28
18,Tamara Makarova,URS,4114,,5,Leningrad,Jul 15
19,Lyudmila Ivleva,URS,4413,,1,Tbilisi,May 06
20,Margarita Golubeva,URS,4408,,1,Grozniy,Sep 15
21,Galina Platonova,URS,4400,,1,Podolsk,Jul 26
22,Kreszentia Kopp,FRG,4375,,3,Düsseldorf,Aug 30
23,Galina Sliva,URS,4366,,4,Krasnodar,Sep 14
24,Renate Junker,FRG,4355,,4,Düsseldorf,Aug 30
25,Draga Stamejcic,YUG,4353,,1,Bucharest,Sep 21
