rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Nafissatou Thiam,BEL,6816,,1,Berlin (GER),Aug 10
2,Katarina Johnson-Thompson,GBR,6759,,2,Berlin (GER),Aug 10
3,Yorgelis Rodríguez,CUB,6742,,2,Götzis (AUT),May 27
4,Erica Bougard,USA,6725,,3,Götzis (AUT),May 27
5,Carolin Schäfer,GER,6602,,3,Berlin (GER),Aug 10
6,Ivona Dadic,AUT,6552,,4,Berlin (GER),Aug 10
7,Anouk Vetter,NED,6426,,4,Götzis (AUT),May 27
8,Katerina Cachová,CZE,6400,,6,Berlin (GER),Aug 10
9,Géraldine Ruckstuhl,SUI,6391,,2,Talence (FRA),Sep 16
10,Xénia Krizsán,HUN,6367,,7,Berlin (GER),Aug 10
11,Verena Preiner,AUT,6337,,8,Berlin (GER),Aug 10
12,Evelis Jazmin Aguilar,COL,6285,,2,Barranquilla (COL),Aug 01
13,Niamh Emerson,GBR,6253,,1,Tampere (FIN),Jul 13
14,Hanne Maudens,BEL,6252,,6,Götzis (AUT),May 27
15,Esther Turpin,FRA,6230,,8,Götzis (AUT),May 27
16,Sarah Lagger,AUT,6225,,2,Tampere (FIN),Jul 13
17,Grit Sadeiko,EST,6179,,5,Talence (FRA),Sep 16
18,Alina Shukh,UKR,6177,,9,Götzis (AUT),May 27
19,Georgia Ellenwood,CAN,6173,,1,"Bloomington, IN (USA)",May 12
20,Mareike Arndt,GER,6169,,3,Ratingen (GER),Jun 17
21,Sophie Weißenberg,GER,6165,,1,"Knoxville, TN (USA)",Jul 28
22,Louisa Grauvogel,GER,6162,,4,Ratingen (GER),Jun 17
23,Allison Reaser,USA,6144,,11,Götzis (AUT),May 27
24,Marthe Koala,BUR,6136,,1,Kladno (CZE),Jun 17
25,Nina Schultz,CAN,6133,,2,Gold Coast (AUS),Apr 13
