rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Carolina Klüft,SWE,6952,,1,Athens,Aug 21
2,Svetlana Sokolova,RUS,6591,,1,Tula,Jun 23
3,Austra Skujyte,LTU,6435,,2,Athens,Aug 21
4,Kelly Sotherton,GBR,6424,,3,Athens,Aug 21
5,Natallia Dobrynska,UKR,6387,,3,Götzis,May 30
6,Yelena Prokhorova,RUS,6354,,4,Götzis,May 30
7,Margaret Simpson,GHA,6306,,5,Götzis,May 30
8,Kylie Wheeler,AUS,6296,,1,Ratingen,Jun 27
8,Shelia Burrell,USA,6296,,4,Athens,Aug 21
10,Sonja Kesselschläger,GER,6287,,6,Athens,Aug 21
11,Marie Collonvillé,FRA,6279,,7,Athens,Aug 21
12,Tatyana Gordeyeva,RUS,6235,,3,Tula,Jun 23
13,Javur Jagdishappa Shobha,IND,6211,,1,New Delhi,Mar 17
14,Karin Ruckstuhl,NED,6206,,2,Ratingen,Jun 27
15,Yulia Akulenko,UKR,6203,,1,Kiev,Jun 13
16,Yelena Chernyavskaya,RUS,6177,,4,Tula,Jun 23
17,Claudia Tonn,GER,6169,,4,Ratingen,Jun 27
18,Karin Ertl,GER,6165,,5,Ratingen,Jun 27
19,Soma Biswas,IND,6162,,1,Chennai,Jul 20
20,Lilli Schwarzkopf,GER,6161,,6,Ratingen,Jun 27
21,Tiffany Lott-Hogan,USA,6159,,2,"Sacramento, CA",Jul 10
22,Aryiró Stratáki,GRE,6157,,8,Götzis,May 30
23,Naide Gomes,POR,6151,,13,Athens,Aug 21
24,Janice Josephs,RSA,6127,,1,Durban,Apr 17
25,Michelle Perry,USA,6126,,3,"Sacramento, CA",Jul 10
