rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Heike Drechsler,GER,6741,,1,Talence,Sep 11
2,Sabine Braun,GER,6665,,1,Götzis,May 29
3,Jackie Joyner-Kersee,USA,6606,,1,Sankt Peterburg,Jul 26
4,Svetlana Moskalets,RUS,6598,,1,Vladimir,Jun 17
5,Larisa Nikitina,RUS,6596,,2,Götzis,May 29
6,Rita Inancsi,HUN,6573,,3,Götzis,May 29
7,Irina Tyukhay,RUS,6412,,2,Vladimir,Jun 17
8,Nathalie Teppe,FRA,6396,,2,Venissieux,Jul 03
9,Irina Vostrikova,RUS,6379,,3,Vladimir,Jun 17
10,Kym Carter,USA,6371,,1,Knoxville,Jun 15
11,Peggy Beer,GER,6362,,3,Lyon,Jul 03
12,Ghada Shouaa,SYR,6361,,3,Sankt Peterburg,Jul 26
13,Beatrice Mau-Repnak,GER,6349,,5,Götzis,May 29
14,Denise Lewis,GBR,6325,,1,Victoria,Aug 23
15,Jamie McNeair,USA,6323,,2,Knoxville,Jun 16
16,Urszula Wlodarczyk,POL,6322,,3,Helsinki,Aug 09
17,Jane Flemming,AUS,6317,,2,Victoria,Aug 23
18,Tatyana Zhuravlyova,RUS,6290,,4,Vladimir,Jun 17
19,Svetlana Buraga,BLR,6284,,1,Brescia,May 15
20,Larissa Teteryuk,UKR,6274,,4,Lyon,Jul 03
21,Remigia Nazaroviene,LTU,6262,,7,Helsinki,Aug 09
22,Tina Rättyä,FIN,6241,,8,Helsinki,Aug 09
23,Mona Steigauf,GER,6230,,7,Götzis,May 29
24,Irina Matyusheva,UKR,6207,,1,Alhama,Jun 05
25,Catherine Bond-Mills,CAN,6206,,8,Götzis,May 29
