rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Galina Bystrova,URS,4846,,1,Odessa,Oct 16
2,Lidia Shmakova,URS,4527,,2,Gorkiy,Jul 24
3,Aleksandra Chudina,URS,4517,,2,Moscow,Sep 2
4,Edeltraud Eiberle,FRG,4508,,1,Oberhausen,Jul 28
5,Sofia Burdulenko,URS,4445,,1,Kharkov,Jun 30
6,Vilve Maremaee,URS,4441,,1,Leningrad,Jul 15
7,Galina Akimova,URS,4433,,2,Leningrad,Jul 15
8,Zinayda Burenkova,URS,4409,,1,Nalchik,May 12
9,Luiza Slobozhanina,URS,4368,,1,Uzhgorod,Sep 11
10,Nina Vinogradova,URS,4337,,4,Moscow,Sep 2
11,Christa Büchner,FRG,4331,,2,Oberhausen,Jul 28
12,Alevtina Makarova,URS,4306,,1,Lwow,Oct 11
13,Alla Lazareva,URS,4297,,5,Moscow,Sep 02
14,Galina Vinogradova,URS,4294,,,Odessa,Aug 18
15,Emma Pchelintseva,URS,4292,,3,Nalchik,May 12
16,Anneliese Seonbuchner,FRG,4289,,3,Oberhausen,Jul 28
16,Egberdiena Hobers,NED,4289,,,Amsterdam,Sep 22
18,Irina Press,URS,4288,,1,Tashkent,May 12
19,Draga Stamejcic,YUG,4281,,1,Ljubljana,Oct 06
20,Lyudmila Mochilina,URS,4276,,2,Kharkov,Sep 18
20,Lyudmila Krivtsova,URS,4276,,,Yalta,
22,Maria Sarayeva,URS,4273,,,,
23,Galina Azhel,URS,4262,,,Gorkiy,Jul 24
24,Gertrud Hantschk,FRG,4257,,4,Oberhausen,Jul 28
25,Maria Romanova,URS,4233,,2,Uzhgorod,Sep 11
