rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jackie Joyner-Kersee,USA,7291,,1,Seoul,Sep 24
2,Sabine John,GDR,6897,,2,Seoul,Sep 24
3,Anke Behmer,GDR,6858,,3,Seoul,Sep 24
4,Chantal Beaugeant,FRA,6702,,2,Götzis,Jun 19
5,Ines Krause,GDR,6660,,3,Götzis,Jun 19
6,Svetlana Buraga,URS,6597,,1,Staiki,Jul 02
7,Heike Tischler,GDR,6569,,4,Götzis,Jun 19
8,Remigia Nazaroviene,URS,6566,,1,Kiev,Aug 02
9,Yelena Martsenyuk,URS,6551,,2,Staiki,Jul 02
10,Natalya Shubenkova,URS,6540,,4,Seoul,Sep 24
11,Tatyana Shpak,URS,6539,,3,Staiki,Jul 02
12,Sibylle Thiele,GDR,6526,,3,Talence,Jul 17
13,Larisa Nikitina,URS,6506,,1,Tashkent,Sep 04
14,Svetlana Filatyeva,URS,6493,,1,Kiev,Aug 14
15,Jane Flemming,AUS,6492,,5,Götzis,Jun 19
16,Marianna Maslennikova,URS,6474,,2,Kiev,Aug 02
17,Sabine Braun,FRG,6432,,1,Lage,Aug 21
18,Irina Matyusheva,URS,6424,,3,Kiev,Aug 02
19,Liliana Nastase,ROU,6352,,6,Götzis,Jun 19
20,Petra Vaideanu,ROU,6343,,1,Bucharest,May 22
21,Valda Ruskite,URS,6337,,1,Tallinn,Jun 16
22,Sabine Everts,FRG,6306,,1,Rhede,Jul 10
23,Cindy Greiner,USA,6297,,8,Seoul,Sep 24
24,Svetla Dimitrova,BUL,6289,,1,Sudbury,Jul 30
25,Zuzana Lajbnerova,TCH,6268,,7,Götzis,Jun 19
