rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Maria Sander-Domagalla,FRG,3832,,1,Hamm,Aug 17
2,Zinaida Kvashnina,URS,3750,,1,Kharkov,Jul 26
3,Yvette Corlett-Williams,NZL,3569,,,Dunedin,Mar
4,Sofia Bogdanova-Burdulenko,URS,3540,,2,Kharkov,Jul 26
5,Galina Segen-Sliva,URS,3500,,3,Kharkov,Jul 26
6,Anneliese Seonbuchner,FRG,3470,,2,Hamm,Aug 17
7,Lyudmila Solomenya,URS,3420,,,,
8,Aleksandra Yakusheva,URS,3310,,,,
9,Anna Aleksandrova-Klochkova,URS,3253,,3,Leningrad,Aug 26
10,Lyudmila Aralova-Byelayeva,URS,3250,,1,Moskva,Sep 13
11,Nadeshda Borisova,URS,3240,,,,
12,Yevgenia Gurvich,URS,3237,,,Moskva,Jul 23
13,Olga Modrachova,TCH,3228,,1,Stara Boleslav,Oct 27
14,Nona Zubrilova,URS,3225,,,,
15,Lidija Gaile-Leimane,URS,3200,,,,
16,Regina Lorberg,FRG,3190,,3,Hamm,Aug 17
17,Lidia Omelchenko,URS,3182,,5,Leningrad,Aug 26
18,Ludmila Tsurevich,URS,3170,,,,
19,Rosemarie Seuffert,FRG,3155,,1,Berlin,Aug 03
20,Valentina Andrianova,URS,3130,,1,Odessa,Aug 12
21,Nina Tyurkina,URS,3125,,,,
21,Galina Marinina,URS,3125,,,,
23,G. Lysenko,URS,3090,,,,
24,Silvia Baltagescu,ROU,3075,,1,Braila,Oct 26
25,Galina Dolshenkova-Bystrova,URS,3060,,,,
