rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Tatyana Shchelkanova,URS,4863,,1,Moscow,Aug 15
2,Jutta Heine,FRG,4767,,1,Bad Reichenhall,Jun 2
3,Olga Kardash,URS,4737,,1,Kiev,Sep 3
4,Mary Rand,GBR,4726,,1,London,Aug 24
5,Zinayda Kryunova,URS,4684,,1,Kiev,Sep 10
6,Ingrid Becker,FRG,4672,,2,Bad Reichenhall,Jun 2
7,Galina Bystrova,URS,4668,,1,Gorkiy,Jul 11
8,Maria Piatkowska,POL,4658,,1,Kassel,Oct 6
9,Denise Guenard,FRA,4644,,1,Melun,Jun 23
10,Maria Sizyakova,URS,4633,,1,Yalta,Oct 1
11,Helga Hoffmann,FRG,4618,,1,Hanover,Sep 08
12,Hannelore Keydel,FRG,4602,,2,Kassel,Oct 06
13,Valentina Tikhomirova,URS,4601,,4,Moscow,Aug 15
14,Karin Balzer,GDR,4558,,1,Halbestadt,Aug 18
15,Lyubov Fedyayeva,URS,4532,,2,Kiev,Sep 03
16,Niliya Kulkova,URS,4531,,2,Kiev,Sep 10
17,Mary Peters,GBR,4527,,1,Viaardingen,Jun 23
17,Kreszentia Kopp,FRG,4527,,3,Kassel,Oct 06
19,Yelena Mikhailova,URS,4526,,3,Gorkiy,Jul 11
20,Cheng Feng-Yung,CHN,4525,,1,Djakarta,Nov 14
21,Lidia Lyakhova,URS,4519,,2,Moscow,May 19
22,Valentina Bevzyuk,URS,4518,,1,Tashkent,May 19
22,Shafiga Mangutova,URS,4518,,1,Baku,Nov 14
24,Nina Hansen,DEN,4513,,1,Göteborg,Jul 31
25,Irina Press,URS,4512,,5,Moscow,Aug 15
