rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Galina Bystrova,URS,4872,,1,Tbilisi,Nov 2
2,Edeltraud Eiberle-Keller,FRG,4648,,1,Ludwigsburg,Aug 31
3,Nina Vinogradova,URS,4627,,2,Stockholm,Aug 21
4,Lidia Shmakova,URS,4623,,2,Krasnodar,May 18
5,Galina Grinvald,URS,4593,,1,Minsk,Aug 14
6,Egberdiena Hobers,NED,4494,,4,Stockholm,Aug 21
7,Zinayda Burenkova-Kryunova,URS,4488,,2,Krasnodar,Sep 10
8,Olga Davidova-Modrachova,TCH,4484,,5,Stockholm,Aug 21
9,Anneliese Seonbuchner,FRG,4480,,2,Ludwigsburg,Aug 31
10,Maria Bibro-Kusion,POL,4477,,6,Stockholm,Aug 21
11,Irina Press,URS,4472,,,Moscow,Aug 09
12,Mary Bignal,GBR,4466,,7,Stockholm,Aug 21
13,Luiza Slobozhanina,URS,4443,,2,Minsk,Aug 14
14,Gertrud Hantschk,FRG,4437,,3,Ludwigsburg,Aug 31
15,Maria Chojnacka,POL,4411,,9,Stockholm,Aug 21
16,Valentina Maslovskaya,URS,4394,,1,Moscow,Aug 29
17,Ilsabe Heider,FRG,4385,,2,Duisburg,Jul 27
18,Danute Nepaite,URS,4370,,5,Tbilisi,Nov 02
19,Draga Stamejcic,YUG,4363,,10,Stockholm,Aug 21
20,Alla Lazareva,URS,4361,,3,Moscow,Aug 29
20,Kriemhild Hausmann,FRG,4361,,4,Ludwigsburg,Aug 31
22,Galina Golunova,URS,4356,,,Minsk,Sep 07
23,Galina Vinogradova ||,URS,4350,,1,Kiev,Aug 10
24,Maria Romanova,URS,4347,,,Nalchik,May 11
25,Tatyana Talysheva,URS,4346,,,Moscow,Aug 09
