rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Habiba Ghribi,TUN,9:05.35,,1,Bruxelles,Sep 11
2,Hyvin Kiyeng Jepkemoi,KEN,9:10.15,,2,Bruxelles,Sep 11
3,Sofia Assefa,ETH,9:13.37,,3,Bruxelles,Sep 11
4,Virginia Nyambura Nganga,KEN,9:14.15,,3,Monaco,Jul 17
5,Hiwot Ayalew,ETH,9:15.27,,4,Bruxelles,Sep 11
6,Emma Coburn,USA,9:16.40,,1,"Eugene, OR",Jun 27
7,Purity Cherotich Kirui,KEN,9:18.25,,5,Bruxelles,Sep 11
8,Gesa Felicitas Krause,GER,9:19.24,,3,Beijing,Aug 26
9,Lidya Chepkurui,KEN,9:20.44,,4,Roma,Jun 04
10,Salima Elouali Alami,MAR,9:21.36,,7,Monaco,Jul 17
11,Tigist Getnet,ETH,9:21.35,,8,Monaco,Jul 17
12,Ruth Jebet,BRN,9:21.40,,9,Monaco,Jul 17
13,Madeline Heiner,AUS,9:22.43,,5,Roma,Jun 04
14,Stephanie Garcia,USA,9:23.47,,2,"Eugene, OR",Jun 27
15,Birtukan Fente,ETH,9:25.08,,7,Roma,Jun 04
16,Colleen Quigley,USA,9:25.07,,3,"Eugene, OR",Jun 27
17,Ekaterina Sokolenko,RUS,9:26.23,,1,Gwangju,Jul 10
18,Rosefline Chepngetich,KEN,9:26.08,,3h2,Beijing,Aug 24
19,Lalita Shivaji Babar,IND,9:28.13,,4h2,Beijing,Aug 24
19,Fadwa Sidi Madane,MAR,9:28.13,,4h3,Beijing,Aug 24
21,Etenesh Diro,ETH,9:29.09,,1,Sotteville-lès-Rouen,Jul 06
22,Magdalene Masai,KEN,9:29.16,,5,Birmingham GBR,Jun 07
23,Özlem Kaya,TUR,9:30.23,,7h2,Beijing,Aug 24
24,Hanane Ouhaddou,MAR,9:31.11,,1,Ninove,Aug 01
25,Leah O'Connor,USA,9:31.02,,4,"Eugene, OR",Jun 27
