rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Wioletta Janowska,POL,9.17.15,,1,Athens,Jul 03
2,Dorcus Inzikuru,UGA,9.19.51,,1,Melbourne,Mar 22
3,Alesia Turava,BLR,9.20.16,,1,Monaco,Aug 20
4,Lyubov Ivanova,RUS,9.21.94,,2,Athens,Jul 03
5,Tatyana Petrova,RUS,9.22.82,,1,Birmingham,Aug 19
6,Jeruto Kiptum,KEN,9.23.35,,2,Rieti,Aug 27
7,Melissa Rollison,AUS,9.24.29,,2,Melbourne,Mar 22
8,Donna MacFarlane,AUS,9.25.05,,3,Melbourne,Mar 22
9,Salome Chepchumba,KEN,9.26.07,,3,Rieti,Aug 27
10,Yelena Sidorchenkova,RUS,9.27.35,,2,Tula,Jun 12
11,Victoria Mitchell,AUS,9.30.84,,4,Athens,Jul 03
12,Lívia Tóth,HUN,9.31.50,,5,Athens,Jul 03
13,Roisin McGettigan,IRL,9.32.04,,3,Heusden-Zolder,Jul 22
14,Kate McIlroy,NZL,9.32.54,,5,Heusden-Zolder,Jul 22
15,Gladys Jerotich Kipkemboi,KEN,9.32.68,,6,Heusden-Zolder,Jul 22
16,Veerle Dejaeghere,BEL,9.32.69,,7,Heusden-Zolder,Jul 22
17,Svetlana Ivanova,RUS,9.38.48,,2,Ostrava,May 30
18,Cristina Casandra,ROU,9.38.82,,1,Bucharest,Jun 10
19,Ida Nilsson,SWE,9.39.24,,7,Göteborg,Aug 12
20,Johanna Lehtinen,FIN,9.40.28,,8,Athens,Jul 03
21,Zulema Fuentes-Pila,ESP,9.40.36,,8,Göteborg,Aug 12
22,Christin Johansson,SWE,9.40.90,,8,Heusden-Zolder,Jul 22
23,Caroline Chepkurui Tuigong,KEN,9.40.95,,1,Beijing,Aug 17
24,Korine Hinds,JAM,9.41.01,,10,Monaco,Aug 20
25,Élodie Olivarès,FRA,9.41.25,,6h2,Göteborg,Aug 10
