rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Dorcus Inzikuru,UGA,9.15.04,,1,Athens,Jun 14
2,Yekaterina Volkova,RUS,9.20.49,,2,Helsinki,Aug 08
3,Wioletta Janowska,POL,9.25.09,,2,Athens,Jun 14
4,Jeruto Kiptum,KEN,9.26.95,,3,Helsinki,Aug 08
5,Mardrea Hyman,JAM,9.27.21,,3,Monaco,Sep 09
6,Korine Hinds,JAM,9.30.12,,3,Rieti,Aug 28
7,Lívia Tóth,HUN,9.30.20,,4,Monaco,Sep 09
8,Salome Chepchumba,KEN,9.31.44,,3,Athens,Jun 14
9,Yelena Zadorozhnaya,RUS,9.32.41,,5,Monaco,Sep 09
10,Nataliya Izmodenova,RUS,9.35.51,,5,Athens,Jun 14
11,Cristina Casandra,ROU,9.35.95,,1,Firenze,Jun 17
12,Fatiha Bahi Azzouhoum,ALG,9.38.31,,6,Athens,Jun 14
13,Inês Monteiro,POR,9.39.20,,7,Athens,Jun 14
14,Carrie Messner,USA,9.39.68,,3h2,Helsinki,Aug 06
15,Elizabeth Jackson,USA,9.39.78,,1,"Carson, CA",Jun 26
16,Élodie Olivarès,FRA,9.40.47,,1,Paris (JB),Jul 13
17,Lisa Galaviz,USA,9.40.58,,2,"Carson, CA",Jun 26
18,Minori Hayakari,JPN,9.41.21,,4h1,Helsinki,Aug 06
19,Konstadína Kefalá,GRE,9.41.26,,-,Barcelona,Jun 03
20,Bouchra Chaabi,MAR,9.41.82,,5h1,Helsinki,Aug 06
21,Yamina Bouchaouante,FRA,9.42.18,,5h,Helsinki,Aug 06
22,Yelena Sidorchenkova,RUS,9.42.70,,1,Thessaloníki,Jul 17
23,Jackline Chemwok,KEN,9.45.70,,1,Nairobi,Jun 25
24,Roisin McGettigan,IRL,9.46.12,,9,Monaco,Sep 09
25,Lyubov Ivanova,RUS,9.46.63,,2,Firenze,Jun 17
