rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Gulnara Samitova-Galkina,RUS,8.58.81,,1,Beijing,Aug 17
2,Eunice Jepkorir,KEN,9.07.41,,2,Beijing,Aug 17
3,Yekaterina Volkova,RUS,9.07.64,,3,Beijing,Aug 17
4,Tatyana Petrova,RUS,9.12.33,,4,Beijing,Aug 17
5,Cristina Casandra,ROU,9.16.85,,5,Beijing,Aug 17
6,Ruth Bisibori Nyangau,KEN,9.17.35,,6,Beijing,Aug 17
7,Zemzem Ahmed,ETH,9.17.85,,7,Beijing,Aug 17
8,Donna MacFarlane,AUS,9.18.35,,3,Oslo,Jun 06
9,Mekdes Bekele,ETH,9.20.23,,2,Huelva,Jun 13
10,Marta Domínguez,ESP,9.21.76,,2,Barcelona,Jul 19
10,Wioletta Frankiewicz,POL,9.21.76,,8,Beijing,Aug 17
12,Jennifer Barringer,USA,9.22.26,,9,Beijing,Aug 17
13,Jessica Augusto,POR,9.22.50,,3,Huelva,Jun 13
14,Anna Willard,USA,9.22.76,,2,Heusden-Zolder,Jul 20
15,Yelena Sidorchenkova,RUS,9.24.04,,3,Kazan,Jul 18
16,Habiba Ghribi,TUN,9.25.50,,5h1,Beijing,Aug 15
17,Valentyna Horpynych,UKR,9.27.26,,1,Yalta,Jun 07
18,Elena Romagnolo,ITA,9.27.48,,5h3,Beijing,Aug 15
19,Roisin McGettigan,IRL,9.28.92,,2h2,Beijing,Aug 15
20,Helen Clitheroe,GBR,9.29.14,,6h1,Beijing,Aug 15
21,Zulema Fuentes-Pila,ESP,9.29.40,,4h2,Beijing,Aug 15
22,Yanmei Zhu,CHN,9.29.63,,7h1,Beijing,Aug 15
23,Antje Möldner,GER,9.29.86,,7h3,Beijing,Aug 15
24,Ancuta Bobocel,ROU,9.30.07,,1,Bucuresti,Jul 05
25,Rasa Troup,LTU,9.30.21,,8h3,Beijing,Aug 15
