rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Ruth Jebet,BRN,8:52.78,,1,Paris Saint-Denis,Aug 27
2,Hyvin Kiyeng Jepkemoi,KEN,9:00.01,,2,"Eugene, OR",May 28
3,Emma Coburn,USA,9:07.63,,3,Rio de Janeiro,Aug 15
4,Beatrice Chepkoech,KEN,9:10.86,,4,Paris Saint-Denis,Aug 27
5,Sofia Assefa,ETH,9:13.09,,5,Paris Saint-Denis,Aug 27
6,Genevieve LaCaze,AUS,9:14.28,,6,Paris Saint-Denis,Aug 27
7,Etenesh Diro,ETH,9:16.87,,1,Rabat,May 22
8,Gesa Felicitas Krause,GER,9:18.41,,6,Rio de Janeiro,Aug 15
9,Habiba Ghribi,TUN,9:18.71,,3h2,Rio de Janeiro,Aug 13
10,Leah O'Connor,USA,9:18.85,,6,"Eugene, OR",May 28
11,Virginia Nyambura Nganga,KEN,9:18.95,,7,Paris Saint-Denis,Aug 27
12,Stephanie Garcia,USA,9:19.48,,8,Paris Saint-Denis,Aug 27
13,Lalita Shivaji Babar,IND,9:19.76,,4h2,Rio de Janeiro,Aug 13
14,Colleen Quigley,USA,9:20.00,,9,Paris Saint-Denis,Aug 27
15,Madeline Hills,AUS,9:20.38,,7,Rio de Janeiro,Aug 15
16,Courtney Frerichs,USA,9:20.92,,2,"Eugene, OR",Jul 07
17,Purity Cherotich Kirui,KEN,9:22.47,,5,Shanghai,May 14
18,Lidya Chepkurui,KEN,9:22.81,,8,"Eugene, OR",May 28
19,Lydia Chebet Rotich,KEN,9:23.49,,6,Shanghai,May 14
20,Celliphine Chepteek Chespol,KEN,9:24.73,,7,Shanghai,May 14
21,Norah Jeruto Tanui,KEN,9:25.07,,1,Durban,Jun 26
22,Gladys Jerotich Kipkemoi,KEN,9:26.36,,2,Rabat,May 22
23,Sudha Singh,IND,9:26.55,,8,Shanghai,May 14
24,Agnes Jesang,KEN,9:27.22,,2,Durban,Jun 26
25,Luiza Gega,ALB,9:28.52,,2,Amsterdam,Jul 10
