rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yuliya Zaripova,RUS,9.07.03,,1,Daegu,Aug 30
2,Habiba Ghribi,TUN,9.11.97,,2,Daegu,Aug 30
3,Milcah Chemos Cheywa,KEN,9.12.89,,1,Roma,May 26
4,Sofia Assefa,ETH,9.15.04,,2,Roma,May 26
5,Mercy Wanjiku Njoroge,KEN,9.16.94,,2,Doha,May 06
6,Lydia Chebet Rotich,KEN,9.19.20,,3,Doha,May 06
7,Birtukan Adamu,ETH,9.20.37,,4,Roma,May 26
8,Hiwot Ayalew,ETH,9.23.88,,2,London,Aug 06
9,Binnaz Uslu,TUR,9.24.06,,1h1,Daegu,Aug 27
10,Hanane Ouhaddou,MAR,9.25.96,,4h1,Daegu,Aug 27
11,Lyudmila Kuzmina,RUS,9.26.03,,2r1,Cheboksary,Jul 23
12,Mekdes Bekele,ETH,9.26.51,,7,Bruxelles,Sep 16
13,Birtukan Fente,ETH,9.28.27,,6,Lausanne,Jun 30
14,Lyubov Kharlamova,RUS,9.29.39,,3r1,Cheboksary,Jul 23
15,Gulnara Galkina,RUS,9.29.75,,3,"New York City, NY",Jun 11
16,Almaz Ayana,ETH,9.30.23,,1,Bottrop,Jul 15
17,Lydiah Chepkurui,KEN,9.30.73,,2,Barcelona,Jul 22
18,Gesa Felicitas Krause,GER,9.32.74,,9,Daegu,Aug 30
19,Christine Kambua Muyanga,KEN,9.34.12,,2,Praha,Jun 13
20,Sara Moreira,POR,9.35.11,,2,Stockholm,Jun 18
21,Barbara Parker,GBR,9.35.46,,1,Luzern,Jul 21
22,Emma Coburn,USA,9.37.16,,8,London,Aug 06
23,Fionnuala Britton,IRL,9.37.60,,5,"New York City, NY",Jun 11
24,Purity Cherotich Kirui,KEN,9.37.85,,3,Praha,Jun 13
25,Hatti Dean,GBR,9.37.95,,6,Roma,May 26
