rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Milcah Chemos Cheywa,KEN,9.11.71,,1,Roma,Jun 10
2,Gladys Jerotich Kipkemoi,KEN,9.13.22,,2,Roma,Jun 10
3,Marta Domínguez,ESP,9.17.07,,1,Huelva,Jun 9
4,Yuliya Zarudneva,RUS,9.17.57,,1,Barcelona (O),Jul 30
5,Lydia Jebet Rotich,KEN,9.18.03,,3,Oslo (Bislett),Jun 4
6,Jessica Augusto,POR,9.18.54,,2,Huelva,Jun 9
7,Sofia Assefa,ETH,9.20.72,,1,Bruxelles,Aug 27
8,Almaz Ayana,ETH,9.22.51,,3,Bruxelles,Aug 27
9,Mekdes Bekele,ETH,9.24.17,,4,Bruxelles,Aug 27
10,Lisa Aguilera,USA,9.24.84,,5,Bruxelles,Aug 27
11,Wioletta Frankiewicz,POL,9.25.77,,5,Oslo (Bislett),Jun 4
12,Mercy Wanjiku Njoroge,KEN,9.26.64,,6,Stockholm,Aug 6
13,Lyubov Kharlamova,RUS,9.29.82,,3,Barcelona (O),Jul 30
14,Hatti Dean,GBR,9.30.19,,4,Barcelona (O),Jul 30
15,Katarzyna Kowalska,POL,9.30.79,,4,Shanghai,May 23
16,Birtukan Adamu,ETH,9.31.39,,6,London (CP),Aug 14
17,Korene Hinds,JAM,9.32.20,,4,"Eugene, OR",Jul 3
18,Bridget Franek,USA,9.32.35,,5,"Eugene, OR",Jul 3
19,Ancuta Bobocel,ROU,9.34.63,,7,Oslo (Bislett),Jun 4
20,Layes Abdullayeva,AZE,9.34.75,,6,Barcelona (O),Jul 30
21,Lyudmila Kuzmina,RUS,9.34.88,,2,Saransk,Jul 12
22,Barbara Parker,GBR,9.35.17,,6,"Eugene, OR",Jul 3
23,Sophie Duarte,FRA,9.35.52,,7,Barcelona (O),Jul 30
24,Zulema Fuentes-Pila,ESP,9.35.71,,8,Barcelona (O),Jul 30
25,Korahubsh Itaa,ETH,9.36.10,,4,Barcelona (O),Jul 9
