rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Milcah Chemos Cheywa,KEN,9:11.65,,1,Moskva,Aug 13
2,Lidya Chepkurui,KEN,9:12.55,,2,Moskva,Aug 13
3,Sofia Assefa,ETH,9:12.84,,3,Moskva,Aug 13
4,Hiwot Ayalew,ETH,9:15.25,,4,Moskva,Aug 13
5,Etenesh Diro,ETH,9:16.97,,5,Moskva,Aug 13
6,Purity Cherotich Kirui,KEN,9:19.42,,6,Doha,May 10
7,Hyvin Kiyeng Jepkemoi,KEN,9:22.05,,6,Moskva,Aug 13
8,Habiba Ghribi,TUN,9:22.20,,7,Doha,May 10
9,Lydia Chebet Rotich,KEN,9:26.31,,8,Doha,May 10
10,Almaz Ayana,ETH,9:27.49,,1,Montbéliard,Jun 06
11,Yuliya Zaripova,RUS,9:28.00,,1,Kazan,Jul 10
12,Fancy Cherotich,KEN,9:28.04,,5,Ostrava,Jun 27
13,Emma Coburn,USA,9:28.26,,1r1,"Palo Alto, CA",Apr 28
14,Jamie Cheever,USA,9:29.13,,2r1,"Palo Alto, CA",Apr 28
15,Antje Möldner-Schmidt,GER,9:29.27,,4h2,Moskva,Aug 10
16,Natalya Aristarkhova,RUS,9:30.64,,1,Gateshead,Jun 22
17,Gulnara Galkina,RUS,9:30.72,,5,Rabat,Jun 09
18,Ruth Bisibori Nyangau,KEN,9:31.81,,9,Doha,May 10
19,Valentyna Zhudina,UKR,9:32.26,,1,Yalta,Jun 06
20,Bouaasayriya Kaltoum,MAR,9:32.50,,1,Fez,May 11
21,Agnes Jesang,KEN,9:34.33,,1,Tampere,Aug 25
22,Birtukan Fente,ETH,9:35.14,,3,Zagreb,Sep 03
23,Bridget Franek,USA,9:35.42,,4,"New York City, NY",May 25
24,Silvia Danekova,BUL,9:35.66,,5h2,Moskva,Aug 10
25,Ancuta Bobocel,ROU,9:35.78,,6h2,Moskva,Aug 10
