rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yekaterina Volkova,RUS,9.06.57,,1,Osaka,Aug 27
2,Tatyana Petrova,RUS,9.09.19,,2,Osaka,Aug 27
3,Gulnara Samitova-Galkina,RUS,9.11.68,,1,Athína,Jul 02
4,Eunice Jepkorir,KEN,9.14.52,,2,Athína,Jul 02
5,Ruth Bisibori Nyangau,KEN,9.24.51,,1,Daegu,Oct 03
6,Hanane Ouhaddou,MAR,9.25.51,,1,Heusden-Zolder,Jul 28
7,Rosa Morató,ESP,9.26.23,,2,Heusden-Zolder,Jul 28
8,Yelena Sidorchenkova,RUS,9.26.55,,3,Tula,Aug 01
9,Donna MacFarlane,AUS,9.26.63,,2,Oslo,Jun 15
10,Sophie Duarte,FRA,9.27.51,,5,Osaka,Aug 27
11,Netsanet Achamo,ETH,9.28.03,,2,Neerpelt,Jun 02
12,Roisin McGettigan,IRL,9.28.29,,3,Heusden-Zolder,Jul 28
13,Veerle Dejaeghere,BEL,9.28.47,,3,Neerpelt,Jun 02
14,Cristina Casandra,ROU,9.28.53,,1,Réthimno,Jul 18
15,Lisa Galaviz,USA,9.28.75,,4,Heusden-Zolder,Jul 28
16,Korine Hinds,JAM,9.28.86,,3,Oslo,Jun 15
17,Wioletta Janowska,POL,9.28.97,,3,Athína,Jul 02
18,Julie Coulaud,FRA,9.31.43,,4,Athína,Jul 02
19,Mekdes Bekele,ETH,9.32.05,,5,Oslo,Jun 15
20,Zhenzhu Li,CHN,9.32.35,,1,Suzhou,Jun 10
21,Yanmei Zhu,CHN,9.32.36,,2,Suzhou,Jun 10
22,Karoline Bjerkeli Grøvdal,NOR,9.33.19,,4,Neerpelt,Jun 02
23,Jennifer Barringer,USA,9.33.95,,1,Paris-Charlety,Sep 08
24,Kristine Eikrem Engeset,NOR,9.34.28,,6,Oslo,Jun 15
25,Anna Willard,USA,9.34.72,,2,"Indianapolis, IN",Jun 23
