rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Marta Domínguez,ESP,9.07.32,,1,Berlin,Aug 17
2,Yuliya Zarudneva,RUS,9.08.39,,2,Berlin,Aug 17
3,Milcah Chemos Cheywa,KEN,9.08.57,,3,Berlin,Aug 17
4,Gulnara Galkina,RUS,9.11.09,,4,Berlin,Aug 17
5,Jennifer Barringer,USA,9.12.50,,5,Berlin,Aug 17
6,Habiba Ghribi,TUN,9.12.52,,6,Berlin,Aug 17
7,Ruth Bisibori Nyangau,KEN,9.13.16,,7,Berlin,Aug 17
8,Gladys Jerotich Kipkemoi,KEN,9.14.62,,8,Berlin,Aug 17
9,Ekaterina Volkova,RUS,9.17.40,,2,Roma,Jul 10
10,Antje Möldner,GER,9.18.54,,9,Berlin,Aug 17
11,Sofia Assefa,ETH,9.19.91,,2,Oslo,Jul 03
12,Hanane Ouhaddou,MAR,9.22.12,,1,Heusden-Zolder,Jul 18
13,Yelena Sidorchenkova,RUS,9.22.15,,2,Cheboksary,Jul 23
14,Zemzem Ahmed,ETH,9.22.64,,10,Berlin,Aug 17
15,Eva Arias,ESP,9.25.14,,5h1,Berlin,Aug 15
16,Jessica Augusto,POR,9.25.25,,11,Berlin,Aug 17
17,Sophie Duarte,FRA,9.25.62,,6,Roma,Jul 10
18,Lydia Jebet Rotich,KEN,9.26.51,,3,Athína,Jul 13
19,Anna Willard,USA,9.26.85,,1,"Carson, CA",May 16
20,Katarzyna Kowalska,POL,9.26.93,,4h2,Berlin,Aug 15
21,Sara Moreira,POR,9.28.64,,6h2,Berlin,Aug 15
22,Türkan Erismis,TUR,9.28.84,,1,Istanbul,Jun 13
23,Mekdes Bekele,ETH,9.28.88,,3,Oslo,Jul 03
24,Korahubsh Itaa,ETH,9.29.52,,1,Huelva,Jun 10
25,Lisa Galaviz,USA,9.33.11,,7,Thessaloniki,Sep 12
