rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Hiwot Ayalew,ETH,9:10.64,,1,Glasgow,Jul 12
2,Sofia Assefa,ETH,9:11.39,,1,"Eugene, OR",May 31
3,Emma Coburn,USA,9:11.42,,2,Glasgow,Jul 12
4,Habiba Ghribi,TUN,9:15.23,,1,Zürich,Aug 28
5,Etenesh Diro,ETH,9:19.71,,4,Paris Saint-Denis,Jul 05
6,Ruth Jebet,BRN,9:20.55,,4,Zürich,Aug 28
7,Salima Elouali Alami,MAR,9:21.24,,5,Paris Saint-Denis,Jul 05
8,Milcah Chemos Cheywa,KEN,9:21.91,,3,Glasgow,Jul 12
9,Hyvin Kiyeng Jepkemoi,KEN,9:22.58,,1,Ostrava,Jun 17
10,Purity Cherotich Kirui,KEN,9:23.43,,2,"New York, NY",Jun 14
11,Charlotta Fougberg,SWE,9:23.96,,4,Glasgow,Jul 12
12,Lidya Chepkurui,KEN,9:24.07,,6,Paris Saint-Denis,Jul 05
13,Stephanie Garcia,USA,9:24.28,,5,Glasgow,Jul 12
14,Nicole Bush,USA,9:24.59,,1,Heusden-Zolder,Jul 19
15,Sandra Eriksson,FIN,9:24.70,,6,Glasgow,Jul 12
16,Birtukan Adamu,ETH,9:27.29,,3,Ostrava,Jun 17
17,Ashley Higginson,USA,9:27.59,,2,"Sacramento, CA",Jun 28
18,Sviatlana Kudzelich,BLR,9:27.95,,2,Berlin,Aug 31
19,Tigist Getnet,ETH,9:28.36,,7,Glasgow,Jul 12
20,Amina Bettiche,ALG,9:29.20,,4,Ostrava,Jun 17
21,Antje Möldner-Schmidt,GER,9:29.43,,1,Zürich,Aug 17
22,Diana Martín,ESP,9:30.70,,3,Zürich,Aug 17
23,Birtukan Fente,ETH,9:30.75,,5,Ostrava,Jun 17
24,Natalya Aristarkhova,RUS,9:32.98,,1r2,Kazan,Jul 23
25,Genevieve LaCaze,AUS,9:33.19,,9,Glasgow,Jul 12
