rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yuliya Zaripova,RUS,9:05.02,,1,Stockholm,Aug 17
2,Milcah Chemos Cheywa,KEN,9:07.14,,1,Oslo,Jun 07
3,Habiba Ghribi,TUN,9:08.37,,2,London,Aug 06
4,Sofia Assefa,ETH,9:09.00,,2,Oslo,Jun 07
5,Hiwot Ayalew,ETH,9:09.61,,3,Oslo,Jun 07
6,Gülcan Mingir,TUR,9:13.53,,1,Sofia,Jun 09
7,Etenesh Diro,ETH,9:14.07,,3,Stockholm,Aug 17
8,Lydiah Chepkurui,KEN,9:14.98,,4,Stockholm,Aug 17
9,Antje Möldner-Schmidt,GER,9:21.78,,7,London,Aug 06
10,Gesa Felicitas Krause,GER,9:23.52,,8,London,Aug 06
11,Hyvin Kiyeng Jepkemoi,KEN,9:23.53,,2,Linz,Aug 20
12,Emma Coburn,USA,9:23.54,,9,London,Aug 06
13,Barbara Parker,GBR,9:24.24,,4,"Eugene, OR",Jun 02
14,Marta Domínguez,ESP,9:24.26,,2,Huelva,Jun 07
15,Gulnara Galkina,RUS,9:24.60,,1,Moskva,Jun 21
16,Mercy Wanjiku Njoroge,KEN,9:25.21,,4,Oslo,Jun 07
17,Ancuta Bobocel,ROU,9:25.70,,5,Stockholm,Aug 17
18,Zemzem Ahmed,ETH,9:25.85,,1,Sotteville-lès-Rouen,Jul 10
19,Polina Jelizarova,LAT,9:27.21,,4h1,London,Aug 04
20,Bridget Franek,USA,9:29.53,,4,London,Jul 14
21,Clarisse Cruz,POR,9:30.06,,5h2,London,Aug 04
22,Eunice Kertich Jepkorir,KEN,9:30.42,,5,Berlin,Sep 02
23,Docus Inzikuru,UGA,9:30.95,,1,Bottrop,Jul 06
24,Salima El Ouali Alami,MAR,9:31.03,,1,Rio de Janeiro,May 20
25,Lydia Chebet Rotich,KEN,9:31.09,,6,"Eugene, OR",Jun 02
