rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yargelis Savigne,CUB,15.28,,1,Osaka,Aug 31
2,Tatyana Lebedeva,RUS,15.14,,1,Athína,Jul 02
3,Hrysopiyí Devetzí,GRE,15.09,,1q2,Osaka,Aug 29
4,Marija estak,SLO,14.92,,1,Ljubljana,Jun 03
5,Limei Xie,CHN,14.90,,1,Urumqi,Sep 20
6,Anna Pyatykh,RUS,14.88,,4,Osaka,Aug 31
7,Olha Saladuha,UKR,14.79,,1,Bangkok,Aug 13
8,Magdelín Martínez,ITA,14.71,,6,Osaka,Aug 31
9,Theresa N'zola,FRA,14.69,,1,München,Jun 23
9,Olga Rypakova,KAZ,14.69,,1,Amman,Jul 28
11,Mabel Gay,CUB,14.66,,1,La Habana,Mar 08
12,Yamilé Aldama,SUD,14.58,,1,Kalamáta,Jun 02
13,Keila Costa,BRA,14.57,,1,São Paulo,Jun 09
14,Olesya Bufalova,RUS,14.49,,2,Tula,Aug 03
15,Carlota Castrejana,ESP,14.47,,4,Athína,Jul 02
16,Viktoriya Gurova,RUS,14.46,,3,München,Jun 23
17,Maurren Higa Maggi,BRA,14.44,,1,São Paulo,Mar 07
18,Yekaterina Kayukova,RUS,14.41,,1,Tula,Jun 18
18,Dana Veldáková,SVK,14.41,,2,Bangkok,Aug 13
20,Athanasía Pérra,GRE,14.39,,2,Kalamáta,Jun 02
20,Liliya Kulyk,UKR,14.39,,1,Debrecen,Jul 13
22,Yarianna Martínez,CUB,14.36,,2,La Habana,Mar 17
23,Trecia Smith,JAM,14.35,,1,"Kingston, JAM",Jun 23
23,Oksana Udmurtova,RUS,14.35,,7,Athína,Jul 02
25,Yelena Ivanova,RUS,14.31,,1q,Tula,Aug 02
25,Nadezhda Bazhenova-Alekhina,RUS,14.31,,3,Tula,Aug 03
