rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Francoise Mbango Etone,CMR,14.95,,1,Radès,Aug 6
2,Ashia Hansen,GBR,14.86,,1,Manchester,Jul 31
3,Yelena Oleynikova,RUS,14.83,,1,Prague,Jun 17
4,Magdelín Martínez,ITA,14.73,,1,Rieti,Sep 8
5,Anna Pyatykh,RUS,14.67,,1,Annecy,Jun 22
6,Qiuyan Huang,CHN,14.60,,1,Shizuoka,May 3
7,Oksana Rogova,RUS,14.59,,1,Cheboksary,Jul 14
8,Olena Hovorova,UKR,14.54,,1,Tula,Jun 9
9,Carlota Castrejana,ESP,14.51,,1,Sevilla,Jun 22
10,Natalya Safronova,BLR,14.47,,1,Brest,Jun 6
11,Mihaela Gindela,ROU,14.43,,4,München,Aug 10
12,Cristina Nicolau,ROU,14.40,,1,Bucharest,May 25
12,Yamilé Aldama,CUB,14.40,,2,Birmingham,Jul 13
12,Irina Vasilyeva,RUS,14.40,,2,Cheboksary,Jul 14
15,Heli Koivula,FIN,14.38,,2,Padova,Sep 01
16,Maurren Higa Maggi,BRA,14.32,,1,São José do Rio Preto,Mar 16
16,Yelena Lebedenko,RUS,14.32,,4,Cheboksary,Jul 14
16,Trecia Smith,JAM,14.32,,3,Manchester,Jul 31
19,Nadezhda Bazhenova,RUS,14.31,,5,Cheboksary,Jul 14
20,Mabel Gay,CUB,14.29,,1,La Habana,Apr 05
21,Olga Lidia Cepero,CUB,14.28,,1,La Habana,Feb 23
21,Kéné Ndoye,SEN,14.28,,2,Radés,Aug 06
23,Olga Yershova,RUS,14.27,,1,Tula,Jun 01
24,Natalya Kayukova,RUS,14.23,,2,Tula,Jun 01
25,Yusmay Bicet,CUB,14.22,,2,La Habana,Feb 23
25,Viktoriya Gurova,RUS,14.22,,3,Luzern,Jun 26
1,Tereza Marinova,BUL,14.81,i,1,Wien,Mar 02
2,Oksana Rogova,RUS,14.70,i,1,Volgograd,Feb 06
3,Nadezhda Bazhenova,RUS,14.65,i,1,Pireás,Feb 20
4,Yelena Lebedenko,RUS,14.56,i,2,Moscow,Jan 07
