rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Sarka Kasparkova,CZE,15.20,,1,Athens,Aug 04
2,Rodica Petrescu-Mateescu,ROU,15.16,,2,Athens,Aug 04
3,Ashia Hansen,GBR,15.15,,1,Fukuoka,Sep 13
4,Inna Lasovskaya,RUS,15.09,,1,Valencia,May 31
5,Gundega Sproge,LAT,14.76,,3,Sheffield,Jun 29
6,Olena Hovorova,UKR,14.67,,3,Athens,Aug 04
7,Ren Ruiping,CHN,14.66,,1,Hirsohima,Apr 29
8,Anna Biryukova,RUS,14.64,,1,Tula,Jul 10
9,Olga Vasdeki,GRE,14.62,,4,Athens,Aug 04
10,Yelena Donkina,RUS,14.58,,2,Tula,Jul 10
11,Qiuyan Huang,CHN,14.57,,1,Shanghai,Oct 19
12,Betty Lise,FRA,14.50,,Q,Athens,Aug 02
13,Yamilé Aldama,SUD,14.46,,4,Paris,Jun 02
14,Natalya Kayukova,RUS,14.40,,3,Tula,Jul 10
15,Yelena Khlusovich,UKR,14.37,,1,Odessa,Jun 14
15,Jelena Blazevica,LAT,14.37,,-,Kaunas,Aug 22
17,Zhanna Gureyeva,BLR,14.35,,Q,Athens,Aug 02
18,Tereza Marinova,BUL,14.34,,6,Athens,Aug 04
19,Petra Lobinger,GER,14.31,,1,Mainz,Jun 06
20,Olga Lidia Cepero,CUB,14.28,,1,La Habana,May 16
21,Cynthea Rhodes,USA,14.25,,Q,Athens,Aug 02
22,Yelena Stahova,BLR,14.23,,1,Minsk,Jun 17
22,Li Jiahua,CHN,14.23,,1,Bangkok,Nov 06
24,Trecia Smith,JAM,14.22,,1,Fairfax,May 25
24,Cristina Nicolau,ROU,14.22,,1,Turku,Jul 13
