rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yamilé Aldama,CUB,15.29,,1,Rome,Jul 11
2,Tatyana Lebedeva,RUS,15.18,,1,Paris,Aug 26
3,Francoise Mbango Etone,CMR,15.05,,2,Paris,Aug 26
4,Kéné Ndoye,SEN,14.91,,1,Villeneuve-d'Ascq,Jun 15
5,Magdelín Martínez,ITA,14.90,,3,Paris,Aug 26
6,Olena Hovorova,UKR,14.81,,2,Villeneuve-d'Ascq,Jun 15
7,Anna Pyatykh,RUS,14.79,,1,Firenze,Jun 21
8,Adelina Gavrila,ROU,14.75,,3,Rieti,Sep 07
9,Yelena Oleynikova,RUS,14.56,,5,Oslo,Jun 27
10,Maurren Higa Maggi,BRA,14.53,,1,São Caetano do Sul,Apr 27
11,Mabel Gay,CUB,14.52,,5,Paris,Aug 26
12,Olga Vasdeki,GRE,14.50,,3Q,Paris,Aug 24
13,Baya Rahouli,ALG,14.48,,5,Berlin,Aug 10
14,Inessa Kravets,UKR,14.42,,1,Warsaw,Jun 15
15,Heli Koivula-Kruger,FIN,14.39,,2,Lappeenranta,Aug 03
15,Qiuyan Huang,CHN,14.39,,1,Manila,Sep 20
17,Barbara Lah,ITA,14.38,,6,Paris,Aug 26
18,Viktoriya Gurova,RUS,14.37,,1,Bydgoszcz,Jul 20
19,Nadezhda Bazhenova,RUS,14.35,,1,Tula,Aug 10
20,Hrysopiyí Devetzí,GRE,14.34,,3Q,Paris,Aug 24
21,Cristina Nicolau,ROU,14.31,,2,Bucharest,May 25
21,Simona La Mantia,ITA,14.31,,2,Bydgoszcz,Jul 20
23,Tereza Marinova,BUL,14.27,,2,Kalamáta,May 31
24,Yelena Donkina,RUS,14.26,,1,Tula,May 31
25,Yelena Ivanova,RUS,14.25,,2,Tula,Jun 08
1,Ashia Hansen,GBR,15.01,i,1,Birmingham,Mar 15
2,Hrysopiyí Devetzí,GRE,14.84,i,1,Athína,Mar 04
3,Adelina Gavrila,ROU,14.76,i,1,Bucharest,Feb 22
