rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Olha Saladuha,UKR,14.85,,2,"Eugene, OR",Jun 01
1,Caterine Ibargüen,COL,14.85,,1,Moskva,Aug 15
3,Ekaterina Koneva,RUS,14.82,,1,Kazan,Jul 11
4,Kimberly Williams,JAM,14.62,,4,Moskva,Aug 15
5,Keila Costa,BRA,14.58,,1,São Paulo,Jun 07
5,Sneana Rodic,SLO,14.58,,1,Nova Gorica,Jun 15
5,Irina Gumenyuk,RUS,14.58,,2,Yerino,Jun 16
5,Hanna Knyazyeva-Minenko,ISR,14.58,,2,Paris Saint-Denis,Jul 06
9,Alsu Murtazina,RUS,14.54,,3,Yerino,Jun 16
10,Athanasía Pérra,GRE,14.48,,1,Mersin,Jun 28
11,Mabel Gay,CUB,14.45,,5,Moskva,Aug 15
12,Yekaterina Chernenko,RUS,14.40,,2,Sochi,May 26
12,Natallia Viatkina,BLR,14.40,,1,"Brest, BLR",May 30
12,Anna Pyatykh,RUS,14.40,,2,Moskva,Jul 25
15,Limei Xie,CHN,14.39,,1,Shenyang,Sep 11
16,Yarianna Martínez,CUB,14.37,,1,La Habana,Jun 08
17,Victoria Valyukevich,RUS,14.36,,3,Moskva,Jul 25
18,Yanmei Li,CHN,14.35,,2,Shenyang,Sep 11
19,Viktoriya Dolgacheva,RUS,14.33,,1,Cheboksary,Jun 26
20,Dana Veldáková,SVK,14.31,,4,"Eugene, OR",Jun 01
21,Baya Rahouli,ALG,14.29,,1,Doha,May 24
21,Natalya Kutyakova,RUS,14.29,,4,Moskva,Jul 25
23,Anna Krylova,RUS,14.27,,4,Yerino,Jun 16
24,Ruslana Tsykhotska,UKR,14.26,,1,Yalta,Jun 07
25,Irina Ektova,KAZ,14.23,,1,Almaty,Jul 19
1,Olha Saladuha,UKR,14.88,i,1,Göteborg,Mar 03
