rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Sofia Bozhanova,BUL,14.98,,1,Stara Zagora,Jul 16
2,Inna Lasovskaya,RUS,14.94,,1,Bratislava,Jun 01
3,Inessa Kravets,UKR,14.91,,2,Bratislava,Jun 01
4,Anna Biryukova,RUS,14.89,,1,Helsinki,Aug 08
5,Niurka Montalvo,CUB,14.60,,1,La Habana,Jun 24
6,Iolanda Chen,RUS,14.58,,2,Stockholm,Jul 12
7,Rodica Petrescu,ROU,14.47,,1,Bucharest,Jun 18
7,Natalya Kayukova,RUS,14.47,,1,Sochi,Sep 10
9,Helga Radtke,GER,14.46,,1,Erfurt,Jul 03
10,Ren Ruiping,CHN,14.36,,1,Beijing,Jun 01
11,Yelena Lysak,RUS,14.32,,1,Voronezh,Jun 18
12,Lyudmila Dubkova,RUS,14.31,,3,Sankt Peterburg,Jul 16
13,Concepción Paredes,ESP,14.30,,1,Segovla,Jun 28
14,Sheila Hudson-Strudwick,USA,14.23,,1,Knoxville,Jun 16
15,Eloina Hechavarría,CUB,14.22,,2,La Habana,Jun 24
15,Olena Hovorova,UKR,14.22,,1,Lillehammer,Jul 30
15,Ashia Hansen,GBR,14.22,,1,Welwyn,Aug 29
18,Marina Sokova,RUS,14.16,,4,Sankt Peterburg,Jul 16
19,Sarka Kasparkova,CZE,14.14,,1,Prague,May 22
20,Galina Chistyakova,RUS,14.12,,1,Koice,Sep 10
21,Petra Laux-Schneider,GER,14.10,,2,Erfurt,Jul 03
21,Natalya Kuzina,RUS,14.10,,5,Sankt Peterburg,Jul 16
23,Michelle Griffith,GBR,14.08,,1,Sheffield,Jun 11
24,Liu Jingmin,CHN,14.06,,2,Beijing,Jun 01
25,Diana Orrange,USA,14.03,,2,Knoxville,Jun 16
1,Sarka Kasparkova,CZE,14.46,i,4,Paris,Mar 13
2,Iva Prandzheva,BUL,14.38,i,5,Paris,Mar 13
