rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Tatyana Lebedeva,RUS,15.32,,1,Yokohama,Sep 9
2,Tereza Marinova,BUL,15.20,,1,Sydney,Sep 24
3,Iva Prandzheva,BUL,15.04,,1,Sofia,Jun 17
4,Olena Hovorova,UKR,14.96,,3,Sydney,Sep 24
5,Anja Valant,SLO,14.69,,3,Kalamata,Jun 4
6,Natalya Safronova,BLR,14.65,,3,Staiki,Jun 3
7,Inessa Kravets,UKR,14.57,,1,Ljubljana,Jun 10
8,Anastasiya Ilyina,RUS,14.52,,Q,Santiago de Chile,Oct 19
9,Olga Yershova,RUS,14.47,,4,Khánia,Jun 14
9,Yamilé Aldama,CUB,14.47,,5,Khánia,Jun 14
9,Ren Ruiping,CHN,14.47,,1,Beijing,Sep 1
12,Anna Biryukova,RUS,14.44,,2,Bratislava,Jun 22
12,Adelina Gavrila,ROU,14.44,,1,Bucharest,Aug 06
14,Magdelín Martínez,CUB,14.40,,1,La Habana,Jun 23
15,Sarka Kasparkova,CZE,14.34,,4Q,Sydney,Sep 22
16,Baya Rahouli,ALG,14.30,,-,Adelaide,Mar 08
17,Ashia Hansen,GBR,14.29,,6Q,Sydney,Sep 22
18,Mariya Dimitrova,BUL,14.27,,5,Kalamáta,Jun 04
18,Yelena Khlusovich,UKR,14.27,,1,Kiev,Jul 16
18,Oksana Rogova,RUS,14.27,,2,Tula,Jul 24
21,Olga Vasdeki,GRE,14.26,,8Q,Sydney,Sep 22
22,Yelena Oleynikova,RUS,14.25,,4,Sankt-Peterburg,Jun 18
23,Inna Lasovskaya,RUS,14.24,,Q,Tula,Jul 23
24,Chunqing Miao,CHN,14.21,,1,Jinzhou,Jun 08
25,Yelena Parfyonova,KAZ,14.20,,1,Almaty,May 28
1,Cristina Nicolau,ROU,14.94,i,1,Bucharest,Feb 05
2,Yelena Lebedenko,RUS,14.66,i,1,Samara,Jan 30
