rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yulimar Rojas,VEN,14.96,,1,Andújar,Jun 02
2,Caterine Ibargüen,COL,14.89,,2,London (Olympic Stadium),Aug 07
3,Olga Rypakova,KAZ,14.77,,3,London (Olympic Stadium),Aug 07
4,Nubia Soares,BRA,14.56,,1,São Bernardo do Campo,Jun 11
5,Kimberly Williams,JAM,14.54,,3,Monaco (Stade Louis II),Jul 21
6,Liadagmis Povea,CUB,14.45,,1,La Habana,May 26
6,Shanieka Ricketts,JAM,14.45,,1,Zagreb,Aug 29
8,Patrícia Mamona,POR,14.42,,4,Roma (Stadio Olimpico),Jun 08
8,Hanna Knyazyeva-Minenko,ISR,14.42,,4,London (Olympic Stadium),Aug 07
10,Kristin Gierisch,GER,14.40,,1,Erfurt,Jul 09
11,Jeanine Assani Issouf,FRA,14.39,,f,Marseille (Stade Delort),Jul 16
12,Neele Eckhardt,GER,14.35,,1,Göttingen,Jun 11
12,Susana Costa,POR,14.35,,2q1,London (Olympic Stadium),Aug 05
14,Keturah Orji,USA,14.31,,1,"Athens, GA",May 06
15,Anna Krylova,RUS,14.30,,1,Sochi (FGUP Yug Sport),May 26
16,Elena Panturoiu,ROU,14.29,,1,Cluj-Napoca,Jun 03
16,Anna Jagaciak,POL,14.29,,1,Bursa,Jul 06
18,Paraskeví Papahrístou,GRE,14.24,,1,Villeneuve d'Ascq,Jun 24
19,Ana Peleteiro,ESP,14.23,,7,London (Olympic Stadium),Aug 07
20,Darya Nidbaykina,RUS,14.21,,1,Zhukovskiy (Meteor),Jul 30
21,Thea Lafond,DMA,14.20,,1,"Philadelphia (Franklin Field), PA",Apr 29
22,Gabriela Petrova,BUL,14.19,,1,Plovdiv,Jul 08
23,Dovilé Dzindzaletaité,LTU,14.15,,1,Padova (Stadio Euganeo),Jul 16
23,Thi Mon Vu,VIE,14.15,,1,Kuala Lumpur,Aug 23
25,Tânia da Silva,BRA,14.13,,2,São Bernardo do Campo,Jun 11
