rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jim Ryun,USA,3.55.9,,1,Los Angeles,Jun 07
2,Sam Bair,USA,3.56.7,,2,Los Angeles,Jun 07
3,Ian McCafferty,GBR,3.56.8,,1,Reading,Jun 11
4,Bodo Tümmler,FRG,3.57.0,,1,Berlin,Sep 24
5,Ian Stewart,GBR,3.57.3,,2,Reading,Jun 11
6,Edgard Salve,BEL,3.57.4,,2,Berlin,Sep 24
7,Martin Liquori,USA,3.57.6,,3,Los Angeles,Jun 07
8,Francesco Arese,ITA,3.57.8,,1,London,Oct 09
9,John Kirkbride,GBR,3.58.0,,1,Motspur Park,Jul 23
10,Frank Murphy,IRL,3.58.1,,4,Los Angeles,Jun 07
11,Walter Wilkinson,GBR,3.58.3,,2,London,Oct 09
12,Chuck LaBenz,USA,3.58.4,,1,Berkeley,May 31
13,Jim Douglas,GBR,3.58.5,,2,Motspur Park,Jul 23
14,Bob Day,USA,3.58.6,,3,Berkeley,May 31
14,Andre De Hertoghe,BEL,3.58.6,,3,London,Oct 09
16,Peter Stewart,GBR,3.58.7,,3,Reading,Jun 11
17,John Whetton,GBR,3.59.2,,1,London,Jun 22
17,John Boulter,GBR,3.59.2,,3,Motspur Park,Jul 23
19,John Lawson,USA,3.59.3,,5,Los Angeles,Jun 07
20,Ray Roseman,GBR,3.59.8,,4,Motspur Park,Jul 23
21,John Mason,USA,4.00.0,,2,Miami,Jun 29
22,Tony Benson,AUS,4.00.1,,1,Melbourne,Mar 04
23,Bruce Cowan,NZL,4.00.4,,1,Dunedin,Feb 19
23,Richard Tayler,NZL,4.00.4,,2,Dunedin,Feb 19
23,Ben Jipcho,KEN,4.00.4,,2,Stockholm,Jul 02
