rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Alan Hunter,GBR,4.22.8,,1,Cambridge,Mar 11
1,William Lutyens,GBR,4.22.8,,1,London,Oct 1
3,Charles Bennett,GBR,4.24.2,,1,London,Apr 8
4,Hugh Welsh,GBR,4.25.0,,1,London,Jul 7
5,John Cregan,USA,4.25.2,,1,Berkeley Oval,May 27
6,H.G. Lloyd,GBR,4.26.0,e,,Sheffield,Jul 15
7,John Bray,USA,4.26.2,e,2,Berkeley Oval,May 27
8,M.F. Dixon,GBR,4.26.8,,,London,Jun 24
8,Jack Paterson,GBR,4.26.8,e,,Edinburgh,Jul 4
10,George Orton,CAN,4.28.0,,1,Brussels,Aug 13
11,Alexander  Grant,USA,4.28.2,,1,Travers Island,Jun 10
12,C.B. Spitzer,USA,4.28.4,,2,Travers Island,Jun 10
13,A.L. Danson,GBR,4.28.6,e,2,London,Jul 22
14,Harrison Smith,USA,4.28.8,e,3,Travers Island,Jun 10
15,Robert Wellin,GBR,4.29.6,e,3,London,Jul 07
15,A.L. Wright,USA,4.29.6,e,2,Newton,Aug 26
17,Hans Duhne,GER,4.29.8,e,2,Brussels,Aug 13
18,W.M. Foster,CAN,4.30.2,e,2,Toronto,Sep 16
19,Richard Grant,CAN,4.31.2,e,2,,Aug
20,H.G. Bailey,GBR,4.32.0,,1,London,Apr 08
20,Alfred E. Hutchins,GBR,4.32.0,e,2,Sutton,Jun 03
22,Harold Graham,GBR,4.32.2,e,1,Oxford,Feb 02
22,M. Taylor,CAN,4.32.2,,1,Montreal,Aug 02
24,Francis Cockshott,GBR,4.32.4,,2,Cambridge,Nov 28
24,J.F. Hahn,USA,4.32.4,,1,,
