rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Kipchoge Keino,KEN,3.54.4,,1,Stockholm,Jul 06
2,Martin Liquori,USA,3.54.6,,1,Philadelphia,May 16
3,Jim Ryun,USA,3.54.8,,2,Philadelphia,May 16
4,Arne Kvalheim,NOR,3.56.4,,1,Eugene,Jun 06
4,Ben Jipcho,KEN,3.56.4,,1,Berlin,Sep 07
6,Walter Wilkinson,GBR,3.56.6,,1,Leicester,May 31
7,Francesco Arese,ITA,3.56.7,,2,Berlin,Sep 07
8,Thomas von Ruden,USA,3.57.2,,2,Lawrence,Apr 17
8,Harald Norpoth,FRG,3.57.2,,4,Berlin,Sep 07
10,Dick Quax,NZL,3.57.3,,1,Auckland,Mar 06
11,Peter Stewart,GBR,3.57.4,,2,Leicester,May 31
11,Steve Prefontaine,USA,3.57.4,,2,Eugene,Jun 06
13,Ulf Högberg,SWE,3.57.6,,2,Stockholm,Jul 06
13,Jacques Boxberger,FRA,3.57.6,,5,Berlin,Sep 07
15,Jim Crawford,USA,3.57.7,,2,Eugene,Jun 26
16,Lamprechts De Villers,RSA,3.57.8,,1,Stellenbousch,Mar 31
17,John Mason,USA,3.57.9,,3,Lawrence,Apr 17
18,Jürgen May,FRG,3.58.0,,6,Berlin,Sep 07
19,John Kirkbride,GBR,3.58.2,,1,Leicester,Jun 19
20,Brendan Foster,GBR,3.58.5,,3,Leicester,May 31
20,Adrian Weatherhead,GBR,3.58.5,,2,Leicester,Jun 19
22,Norman Morrison,GBR,3.58.7,,4,Leicester,May 31
23,Richard Tayler,NZL,3.58.8,,1,Dunedin,Jan 23
23,Lee LaBadie,USA,3.58.8,,1,Carbondale,May 11
25,Tony Polhill,NZL,3.59.0,,3,Turku,Jul 15
