rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Alex Kipchirchir,KEN,3.50.32,,1,Oslo,Jun 02
2,Ivan Heshko,UKR,3.50.89,,2,Oslo,Jun 02
3,Bernard Lagat,USA,3.51.53,,1,"Eugene, OR",May 28
4,Rashid Ramzi,BRN,3.52.39,,3,"Eugene, OR",May 28
5,Daniel Kipchircir Komen,KEN,3.52.41,,3,Oslo,Jun 02
6,Nicholas Willis,NZL,3.52.75,,1r1,Wanganui,Feb 11
7,Suleiman Kipses Simotwo,KEN,3.52.77,,4,Oslo,Jun 02
8,Mohamed Moustaoui,MAR,3.53.03,,5,Oslo,Jun 02
9,Craig Mottram,AUS,3.53.14,,2r1,Wanganui,Feb 11
10,Elkanah Angwenyi,KEN,3.53.95,,5,"Eugene, OR",May 28
11,Christopher Lukezic,USA,3.54.46,,6,"Eugene, OR",May 28
12,Nick McCormick,GBR,3.55.60,,6,Oslo,Jun 02
13,Anthony Famiglietti,USA,3.55.71,,3,New York,Jun 03
14,Kevin Sullivan,CAN,3.55.89,,4,New York,Jun 03
15,Mansoor Ali Belal,BRN,3.56.18,,7,Oslo,Jun 02
16,Nathan Brannen,CAN,3.56.27,,5,New York,Jun 03
17,Cornelius Chirchir,KEN,3.56.36,,7,"Eugene, OR",May 28
18,Matthew Tegenkamp,USA,3.56.38,,1,"Madison, WI",May 06
19,Steve Slattery,USA,3.56.75,,6,New York,Jun 03
20,Rob Myers,USA,3.57.47,,7,New York,Jun 03
21,Chris Solinsky,USA,3.57.80,,2,"Madison, WI",May 06
22,Jason Lunn,USA,3.58.18,,8,New York,Jun 03
23,Adam Goucher,USA,3.58.21,,2,"Beaverton, OR",May 04
24,Jon Rankin,USA,3.58.28,,1,"Westwood, CA",Apr 08
25,Mohammed Farah,GBR,3.58.36,,8,"Eugene, OR",May 28
