rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Arne Andersson,SWE,4.01.6,,1,Malmö,Jul 18
2,Gunder Hägg,SWE,4.02.0,,2,Malmö,Jul 18
3,Rune Gustafsson,SWE,4.05.6,,3,Malmö,Jul 18
4,Rune Persson,SWE,4.06.8,,4,Malmö,Jul 18
5,Sydney Wooderson,GBR,4.12.8,,2,Manchester,Jun 24
6,Douglas Wilson,GBR,4.13.4,,1,Glasgow,Aug 05
7,Willem Slijkhuis,NED,4.13.6,,1,Rotterdam,Aug 06
8,William Hulse,USA,4.14.2,,1,,
9,Pentti Siltaloppi,FIN,4.14.4,,1,Tampere,Jul 27
10,Bob Hume,USA,4.14.6,,1,"Great Lakes, Il",Jun 03
10,Ross Hume,USA,4.14.6,,1,"Great Lakes, Il",Jun 03
12,Viljo Heino,FIN,4.16.0,,1,Kouvola,Sep 03
13,Roland Sink,USA,4.17.7,,1,Los Angeles,May 13
1,Bill Hulse,USA,4.09.6,ie,2,Chicago,Mar 18
2,Gilbert Dodds,USA,4.06.4,i,1,Chicago,Mar 18
