rank,name,nat,perf_0,perf_1,perf_2,city,date
1,John Landy,AUS,4.02.1,,1,Melbourne,Dec 15
2,Gaston Reiff,BEL,4.02.8,,1,Antwerpen,Sep 13
3,Ingvar Eriksson,SWE,4.03.6,,2,Gävle,Aug 01
4,Olle Åberg,SWE,4.04.2,,3,Gävle,Aug 01
5,Gunnar Nielsen,DEN,4.04.8,,1,Paris,Oct 04
6,Sune Karlsson,SWE,4.05.8,,4,Gävle,Aug 01
7,Frans Herman,BEL,4.05.9,,5,Gävle,Aug 01
8,Werner Lueg,FRG,4.06.4,,1,Bremen,May 10
9,Audun Boysen,NOR,4.07.2,,3,Paris,Oct 04
10,Gunther Dohrow,FRG,4.07.8,,2,Bremen,May 10
11,Rolf Lamers,FRG,4.08.0,,3,Bremen,May 10
12,Wesley Santee,USA,4.08.8,,1,"Manhattan, KS",May 03
12,Donald MacMillan,AUS,4.08.8,,1,London,Sep 10
14,Karl Kluge,FRG,4.09.0,,4,Bremen,May 10
15,George Hoskins,NZL,4.09.4,,2,Otahuhu,Mar 13
16,Dieter Schlegel,FRG,4.09.8,,5,Bremen,May 10
16,Bill Nankeville,GBR,4.09.8,,1,London,Jun 21
18,Christopher Chataway,GBR,4.10.2,,1,London,Mar 15
19,Denis Johansson,FIN,4.10.4,,1,Turku,Jul 30
20,Roger Bannister,GBR,4.10.6,,1,London,Jun 07
20,Urho Julin,FIN,4.10.6,,2,Turku,Jul 30
22,John Ross,CAN,4.10.7,,1,Ann Arbor,May 31
22,Donald McEwen,CAN,4.10.7,,2,Ann Arbor,May 31
24,Leonard Truex,USA,4.10.8,,3,Ann Arbor,May 31
24,Warren Dreutzler,USA,4.10.8,,1,Compton,Jun 04
