rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Gunder Hägg,SWE,4.01.4,,1,Malmö,Jul 17
2,Arne Andersson,SWE,4.02.2,,2,Malmö,Jul 17
3,Rune Persson,SWE,4.03.8,,3,Malmö,Jul 17
4,Sydney Wooderson,GBR,4.04.2,,2,Göteborg,Sep 09
5,Lennart Strand,SWE,4.04.8,,1,Stockholm,Sep 21
6,Rune Gustafsson,SWE,4.05.8,,3,Göteborg,Sep 09
7,Marcel Hansenne,FRA,4.08.2,,3,Stockholm,Sep 21
8,Douglas Wilson,GBR,4.11.4,,1,Oxford,Aug 11
9,Erik Ahldén,SWE,4.12.4,,3,Stockholm,Aug 30
10,Roland Sundin,SWE,4.14.6,,2,Stockholm,Jul 05
1,Rudy Simms,USA,4.15.1,i,3,Chicago,Mar 17
2,James Rafferty,USA,4.10.9,i,1,Buffalo,Mar 31
