rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Steve Scott,USA,3.49.21,,1,Berlin,Aug 17
2,John Walker,NZL,3.49.73,,2,Berlin,Aug 17
3,Thomas Wessinghage,FRG,3.49.98,,3,Berlin,Aug 17
4,Sydney Maree,USA,3.50.30,,4,Berlin,Aug 17
5,Steve Ovett,GBR,3.50.49,,1,Oslo,Aug 23
6,Jim Spivey,USA,3.50.59,,2,Oslo,Jul 09
7,Wilson Waigwa,KEN,3.50.73,,2,Koblenz,Aug 31
8,Jose Luis Gonzalez,ESP,3.50.76,,3,Oslo,Jul 09
9,Jose Marajo,FRA,3.50.98,,4,Oslo,Jul 09
10,Eamonn Coghlan,IRL,3.51.59,,5,Oslo,Jul 09
11,Jose Manuel Abascal,ESP,3.51.71,,1,Rome,Sep 01
12,Pierre Deleze,SUI,3.51.83,,2,Rome,Sep 01
13,Graham Williamson,GBR,3.52.01,,2,Edinburgh,Jun 26
14,Dragan Zdravkovic,YUG,3.52.24,,5,Berlin,Aug 17
15,Johan Fourie,RSA,3.52.31,,1,Stellenbosch,Mar 25
16,Ray Flynn,IRL,3.52.36,,6,Berlin,Aug 17
17,Frank O'Mara,IRL,3.52.50,,3,Cork,Jul 13
18,Steve Cram,GBR,3.52.56,,1,London,Sep 09
19,Craig Masback,USA,3.52.70,,8,Oslo,Jul 09
20,Michael Boit,KEN,3.52.72,,3,Koblenz,Aug 31
21,Uwe Becker,FRG,3.52.92,,10,Oslo,Jul 09
22,Sebastian Coe,GBR,3.52.93,,2,London,Jul 23
23,Said Aouita,MAR,3.52.97,,4,Rome,Sep 01
24,Thomas Byers,USA,3.53.25,,1,Eugene,Jun 04
25,Todd Harbour,USA,3.53.56,,11,Oslo,Jul 09
