rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Paavo Nurmi,FIN,4.11.9,,1,Stockholm,Jul 12
2,Randoph Rose,NZL,4.13.6,,1hp,Masterton,Mar 04
3,Edvin Wide,SWE,4.13.7,,2,Stockholm,Jul 12
4,Gunnar Sjögren,SWE,4.15.9,,1,Stockholm,Sep 12
5,Lloyd Hahn,USA,4.16.0,e,2hp,Masterton,Mar 04
6,Georges Baraton,FRA,4.17.4,,1,London,Jul 03
7,Nils Eklöf,SWE,4.17.7,,2,Stockholm,Sep 12
8,Herbert Böcher,GER,4.17.8,e,2,London,Jul 03
9,Thomas Riddell,GBR,4.18.4,e,3,London,Jul 03
10,Ralph Starr,GBR,4.18.6,e,4,London,Jul 03
11,Eino Borg (Purje),FIN,4.18.8,,1,Jyväskylä,Aug 22
12,Folke Eriksson,SWE,4.20.7,,3,Stockholm,Sep 12
13,Glenn C. Elliott,USA,4.21.2,,1,Chapel Hill,May 15
14,Allison Wills,USA,4.21.6,,1,Brunswick,May 15
15,Arnold Gillette,USA,4.21.7,,1,Palo Alto,May 15
16,Herbert Johnston,GBR,4.21.8,,1,Herne Hill,Jun 09
17,James Connolly,USA,4.22.2,,1,Travers Island,Sep 25
17,George Hyde,AUS,4.22.2,,1,Melbourne,Feb 20
19,Joe Spivak,USA,4.22.3,,1,Chicago,Jun 26
20,Nick Carter,USA,4.22.6,,1,Palo Alto,Mar 27
20,Ray Conger,USA,4.22.6,,1,Lincoln,May 22
22,Geroge Ashton,USA,4.23.2,,1,Philadelphia,Jul 03
23,Royse Clayton,USA,4.23.7,e,2,Palo Alto,May 15
24,Les Schwobeda,USA,4.23.8,,1,Palo Alto,Apr 17
24,James Parsons,USA,4.23.8,,1,Oberlin,May 29
