rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Sebastian Coe,GBR,3.47.33,,1,Brussels,Aug 28
2,Steve Ovett,GBR,3.48.40,,1,Koblenz,Aug 26
3,Sydney Maree,USA,3.48.83,,1,Rieti,Sep 09
4,Michael Boit,KEN,3.49.45,,2,Brussels,Aug 28
5,Jose Luis Gonzalez,ESP,3.49.67,,2,Oslo,Jul 11
6,Steve Scott,USA,3.49.68,,3,Oslo,Jul 11
7,Steve Cram,GBR,3.49.95,,3,Zürich,Aug 19
8,John Walker,NZL,3.50.12,,4,Zürich,Aug 19
9,Todd Harbour,USA,3.50.34,,5,Oslo,Jul 11
10,Thomas Wessinghage,FRG,3.50.91,,6,Oslo,Jul 11
11,Pierre Deleze,SUI,3.51.77,,3,Lausanne,Jul 14
12,Suleiman Nyambui,TAN,3.51.94,,4,Lausanne,Jul 14
13,Eamonn Coghlan,IRL,3.52.11,,1,Cork,Jun 23
14,Vittorio Fontanella,ITA,3.52.31,,6,Zürich,Aug 19
15,Robert Nemeth,AUT,3.52.42,,3,Rieti,Sep 09
16,John Robson,GBR,3.52.44,,8,Oslo,Jul 11
17,Alex Gonzalez,FRA,3.52.78,,6,Lausanne,Jul 14
18,Ray Flynn,IRL,3.52.95,,7,Zürich,Aug 19
19,Francis Gonzalez,FRA,3.53.02,,8,Lausanne,Jul 14
20,Craig Masback,USA,3.53.79,,9,Brussels,Aug 28
21,David Moorcroft,GBR,3.54.37,,1,Hamilton,Jan 21
22,Johan Fourie,RSA,3.54.4,,1,Stellenbosch,Nov 14
23,Thomas Byers,USA,3.55.73,,1,Eugene,May 28
24,Steve Lacy,USA,3.55.82,,5,Westwood,May 10
25,Geoff Smith,GBR,3.55.8,,1,Cwmbran,Aug 15
