rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Tim Mack,USA,6.01,,1,Monaco,Sep 18
2,Toby Stevenson,USA,6.00,,1,Modesto,May 08
3,Aleksandr Averbukh,ISR,5.85,,1,Kuortane,Jun 27
3,Giuseppe Gibilisco,ITA,5.85,,3,Athens,Aug 27
5,Brad Walker,USA,5.82,,2,Phoenix,May 14
6,Jeff Hartwig,USA,5.81,,1,Zaragoza,Jun 08
6,Rens Blom,NED,5.81,,2=,Zaragoza,Jun 08
6,Nick Hysong,USA,5.81,,2=,Zaragoza,Jun 08
6,Derek Miles,USA,5.81,,1,"Jonesboro, AR",Jun 13
10,Daichi Sawano,JPN,5.80,,1,Tottori,Jun 06
10,Dmitriy Markov,AUS,5.80,,2,Eugene,Jun 19
10,Lars Börgeling,GER,5.80,,1,Köln,Jun 25
10,Jacob Pauli,USA,5.80,,1,"Cedar Falls, IA",Jun 26
10,Romain Mesnil,FRA,5.80,,1,Villeneuve-d'Ascq,Jun 26
10,Tye Harvey,USA,5.80,,4,Sacramento,Jul 11
10,Patrik Kristiansson,SWE,5.80,,1,Stockholm,Jul 27
10,Richard Spiegelburg,GER,5.80,,1,Zürich,Jul 28
10,Tim Lobinger,GER,5.80,,2,Zürich,Aug 06
10,Igor Pavlov,RUS,5.80,,4,Athens,Aug 27
20,Paul Burgess,AUS,5.77,,1,Perth,Jul 17
21,Tommy Skipper,USA,5.75,,1,"Northridge, CA",May 29
21,Maksym Mazuryk,UKR,5.75,,1,Mariupol,Jun 22
21,Daniel Ryland,USA,5.75,,2,"Jonesboro, AR",Jul 04
21,Jim Davis,USA,5.75,,7,Sacramento,Jul 11
21,Pavel Gerasimov,RUS,5.75,,1,Moscow,Jul 12
21,Nicolas Guigon,FRA,5.75,,1,Reims,Jul 21
21,Richard Spiegelburg,GER,5.75,,7,Zürich,Aug 06
21,Danny Ecker,GER,5.75,,5,Athens,Aug 27
1,Jeff Hartwig,USA,5.88,i,1,Jonesboro,Feb 22
2,Björn Otto,GER,5.82,i,1,Münster,Sep 23
3,Igor Pavlov,RUS,5.80,i,1,Moscow,Feb 01
