rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Robert Dickinson,GBR,3.581,,1,Kidderminster,Jul 4
2,Robert Watson,GBR,3.429,,1,Manchester,Jun 27
3,P. Stokes,IRL,3.353,,,,
4,E.D. Ryder,USA,3.296,,1,Berkeley Oval,May 30
5,C.T. Wiegland,USA,3.226,,2,Travers Island,Jun 13
6,Theodore Luce,USA,3.212,,1,St. Louis,Oct 3
7,John Cahill,IRL,3.200,,1,Ballsbridge,Jun 20
8,Gouault,FRA,3.20,,1,Le Mans,Jun 28
8,Gohin,FRA,3.20,,2,Le Mans,Jun 28
8,Taranne,FRA,3.20,,3,Le Mans,Jun 28
11,T.E. Shervin,USA,3.188,,2,Berkeley Oval,May 30
12,Joshua Crane,USA,3.144,,2,St. Louis,Oct 3
13,Thomas Ray,GBR,3.124,,1,Birmingham,Jun
13,O. Pulvermiller,USA,3.124,,1,Travers Island,Oct 17
15,Thomas W. Aitken,GBR,3.10,,1,Jone's Wood,Sep 03
16,E.B. Temple,USA,3.08,,3,New York,May 30
17,George A. Casey,USA,3.05,,3,St Louis,Oct 03
18,William H. Henderson,USA,3.04,,1,South Orange,Jul 04
18,Walter S. Rodenbaugh,USA,3.04,,1,Baltimore,Sep 19
20,H.A. Wienecke,USA,3.02,,1,St Louis,Sep 06
21,A.P. Schwager,USA,3.01,,,Philadelphia,May
22,A. Biersack,GER,3.00,,,München,
22,T.F. Upfill,NZL,3.00,,,Auckland,Feb 07
22,F.W. O'Brian,USA,3.00,,1,New York,Sep 19
25,Elmer Potter,USA,2.97,,1,Springfield,May 27
25,J.C. Meyers,USA,2.97,,2,Saint Louis,Sep 06
25,Alexander A. Jordan,USA,2.97,,4,Saint Louis,Oct 03
25,Z.A. Cooper,USA,2.97,,3,New York,Oct 17
