rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Sergey Bubka,URS,6.03,,1,Prague,Jun 23
2,Joe Dial,USA,5.96,,1,Norman,Jun 18
3,Rodion Gataullin,URS,5.90,,1,Bryansk,Jul 17
4,Thierry Vigneron,FRA,5.85,,1,San Jose,May 30
5,Mike Tully,USA,5.83,,1,Irvine,Jun 14
6,Billy Olson,USA,5.80,,1,Dallas,Apr 11
6,Ferenc Salbert,FRA,5.80,,1,Dreux,Jun 4
6,Aleksandr Obizhayev,URS,5.80,,2,Bryansk,Jul 17
6,Kory Tarpenning,USA,5.80,,2,Zürich,Aug 19
6,Marian Kolasa,POL,5.80,,4,Rome,Sep 5
11,Philippe Collet,FRA,5.75,,1,Créteil,May 31
11,Vladimir Polyakov,URS,5.75,,1,Moscow,Jul 03
11,Earl Bell,USA,5.75,,2,Rome,Jul 22
11,Vasiliy Bubka,URS,5.75,,1,Zhitomir,Sep 08
11,Tim Bright,USA,5.75,,3,Lausanne,Sep 15
16,Gennadiy Sukharyov,URS,5.73,,1,Minsk,Sep 09
16,Zdenek Lubenský,TCH,5.73,,1,Prague,Sep 13
18,Doug Fraley,USA,5.71,,1,Fresno,Apr 04
18,Hermann Fehringer,AUT,5.71,,1,Hainfeld,Aug 23
20,Brad Pursley,USA,5.70,,2,Dallas,Apr 11
20,Aleksander Zhukov,URS,5.70,,1,Chelyabinsk,Jun 20
20,Scott Davis,USA,5.70,,4,San Jose,Jun 27
20,Grigoriy Yegorov,URS,5.70,,1,Prague,Jun 28
20,Nikolay Nikolov,BUL,5.70,,1,Oslo,Jul 04
20,Valeriy Ishutin,URS,5.70,,2,Chelyabinsk,Aug 01
1,Ferenc Salbert,FRA,5.90,i,1,Grenoble,Mar 14
2,Earl Bell,USA,5.86,i,1,Portland,Jan 24
3,Thierry Vigneron,FRA,5.85,i,1,Liévin,Feb 22
4,Marian Kolasa,POL,5.80,i,3,Liévin,Feb 22
4,Philippe Collet,FRA,5.80,i,2,Grenoble,Mar 14
6,Sergey Kulibaba,URS,5.75,i,1,Klaipeda,Mar 18
