rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jeff Hartwig,USA,6.03,,1,Jonesboro,Jun 14
2,Michael Stolle,GER,5.95,,1,Monaco,Aug 18
3,Lawrence Johnson,USA,5.90,,1,Pretoria,Mar 24
3,Pavel Gerasimov,RUS,5.90,,1,Rüdlingen,Aug 12
3,Danny Ecker,GER,5.90,,1,Brussels,Aug 25
3,Nick Hysong,USA,5.90,,1,Sydney,Sep 29
3,Maksim Tarasov,RUS,5.90,,3,Sydney,Sep 29
8,Okkert Britts,RSA,5.85,,1,Ingolstadt,Jun 18
8,Dmitriy Markov,AUS,5.85,,1,Lausanne,Jul 5
8,Yevgeniy Smiryagin,RUS,5.85,,1,Gateshead,Jul 16
8,Aleksandr Averbukh,ISR,5.85,,1,Tel Aviv,Jul 24
8,Tim Lobinger,GER,5.85,,1,Braunschweig,Jul 29
13,Tim Mack,USA,5.81,,1,Chapel Hill,Jun 18
13,Montxu Miranda,ESP,5.81,,1,Barcelona,Sep 02
15,Martin Eriksson,SWE,5.80,A,2,Pietersburg,Mar 18
15,Jim Davis,USA,5.80,A,1,El Paso,May 20
15,Chad Harting,USA,5.80,,1,Santa Barbara,Jun 11
15,Tye Harvey,USA,5.80,,1,Jonesboro,Jul 09
15,Jean Galfione,FRA,5.80,,1,Oslo,Jul 28
15,Viktor Chistyakov,AUS,5.80,,5=,Sydney,Sep 29
21,Scott Henning,USA,5.75,,1,Austin,May 06
21,Rens Blom,NED,5.75,,2,Ingolstadt,Jun 18
21,Vadim Strogalyov,RUS,5.75,,2,Moscow,Jul 11
21,Romain Mesnil,FRA,5.75,,1,Bugeat,Jul 23
21,Lars Börgeling,GER,5.75,,4,Norderney,Aug 01
1,Tim Lobinger,GER,5.95,i,1,Chemnitz,Feb 18
