rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Thiago Braz da Silva,BRA,6.03,,1,Rio de Janeiro,Aug 15
2,Renaud Lavillenie,FRA,5.98,,2,Rio de Janeiro,Aug 15
3,Sam Kendricks,USA,5.92,,1,Beijing,May 18
4,Shawnacy Barber,CAN,5.91,,1,"Austin, TX",Apr 02
5,Jan Kudlicka,CZE,5.83,,1,Praha,Jun 22
6,Kévin Ménaldo,FRA,5.80,,2,Angers,Jun 26
7,Florian Gaul,GER,5.77,,2,Rottach-Egern,Jul 16
8,Changrui Xue,CHN,5.75,,1,Tomblaine,Jun 14
8,Tobias Scherbarth,GER,5.75,,3c1,Leverkusen,Jun 24
8,Stanley Joseph,FRA,5.75,,3,Angers,Jun 26
8,Daichi Sawano,JPN,5.75,,1,Tokyo,Jul 03
8,Piotr Lisek,POL,5.75,,4,Rio de Janeiro,Aug 15
13,Cale Simmons,USA,5.72,,1,"Highlands Ranch, CO",Jun 26
13,Joseph Uhle,USA,5.72,,1c1,"Chula Vista, CA",Jun 26
13,Konstadínos Filippídis,GRE,5.72,,1,Berlin,Sep 03
16,Valentin Lavillenie,FRA,5.71,,1,Saint-Denis de La Réunion,Apr 23
16,Logan Cunningham,USA,5.71,,1,"Phoenix, AZ",May 21
16,Pawel Wojciechowski,POL,5.71,,3,"Eugene, OR",May 28
19,Melker Svärd Jacobsson,SWE,5.70,,2,"Austin, TX",Apr 02
19,Hiroki Ogita,JPN,5.70,,3,"Austin, TX",Apr 02
19,Devin King,USA,5.70,,1c1,"Austin, TX",Apr 02
19,Jie Yao,CHN,5.70,,4,Beijing,May 18
19,Robert Sobera,POL,5.70,,5,Beijing,May 18
19,Mark Hollis,USA,5.70,,1,"Atlanta, GA",Jun 04
19,Mareks Arents,LAT,5.70,,1,Jablonec nad Nisou,Jun 08
19,Augusto Dutra de Oliveira,BRA,5.70,,1,São Bernardo do Campo,Jun 19
19,Kurtis Marschall,AUS,5.70,,1,Mannheim,Jun 26
19,Karsten Dilla,GER,5.70,,2,Landau,Jun 28
19,Raphael Marcel Holzdeppe,GER,5.70,,1,Mannheim,Jul 29
19,Germán Chiaraviglio,ARG,5.70,,5q1,Rio de Janeiro,Aug 13
19,Ivan Horvat,CRO,5.70,,1,Zagreb,Sep 06
1,Renaud Lavillenie,FRA,6.03,i,1,Jablonec nad Nisou,Mar 05
2,Renaud Lavillenie,FRA,6.02,i,1,"Portland, OR",Mar 17
2,Renaud Lavillenie,FRA,6.02,i,1,Clermont-Ferrand,Feb 21
4,Shawnacy Barber,CAN,6.00,iA,1c1,"Reno, NV",Jan 15
5,Thiago Braz da Silva,BRA,5.93,i,1,Berlin,Feb 13
