rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Brad Walker,USA,5.95,,1,Brisbane,Mar 10
2,Paul Burgess,AUS,5.91,,1,Perth,Jan 07
2,Steven Hooker,AUS,5.91,,2,Perth,Jan 07
4,Björn Otto,GER,5.90,,1,Leverkusen,Aug 10
5,Danny Ecker,GER,5.87,,1,Monaco,Jul 25
6,Timothy Mack,USA,5.86,,1,"Chula Vista, CA",Jun 14
6,Romain Mesnil,FRA,5.86,,2,Osaka,Sep 01
8,Jeff Hartwig,USA,5.85,,1,"Jonesboro, AR",May 19
9,Tim Lobinger,GER,5.83,,1,Ingolstadt,Jun 16
10,Giovanni Lanaro,MEX,5.82,,1,"Walnut, CA",Apr 15
10,Spas Bukhalov,BUL,5.82,,1,Sofiya,Jun 02
10,Jacob Pauli,USA,5.82,,1,"Cedar Falls, IA",Jun 15
13,Igor Pavlov,RUS,5.81,,4,Osaka,Sep 01
13,Yevgeniy Lukyanenko,RUS,5.81,,6,Osaka,Sep 01
13,Aleksandr Averbukh,ISR,5.81,,7,Osaka,Sep 01
16,Tommy Skipper,USA,5.80,,1,"Eugene, OR",May 25
17,Fábio Gomes da Silva,BRA,5.77,,1,São Paulo,Jun 07
18,Maksym Mazuryk,UKR,5.76,,11,Osaka,Sep 01
19,Daichi Sawano,JPN,5.75,,1,Shizuoka,Apr 30
19,Pavel Prokopenko,RUS,5.75,,1,Debrecen,Jul 15
19,Derek Miles,USA,5.75,,1,"Chula Vista, CA",Aug 21
22,Russ Buller,USA,5.73,,2,"Walnut, CA",Apr 15
23,Denys Yurchenko,UKR,5.72,,1,Rieti,Sep 09
24,Lars Börgeling,GER,5.71,,3,Köln,Jun 03
24,Jon Takahashi,USA,5.71,,2,"Chula Vista, CA",Jun 14
24,Feiliang Liu,CHN,5.71,,1,Guangzhou,Jul 20
24,Richard Spiegelburg,GER,5.71,,3,Bochum,Aug 12
24,Przemyslaw Czerwinski,POL,5.71,,4,Bochum,Aug 12
24,Alexander Straub,GER,5.71,,2,Königs Wusterhausen,Sep 09
1,Björn Otto,GER,5.90,i,1,Leipzig,Feb 17
2,Jeff Hartwig,USA,5.85,i,1,"Jonesboro, AR",May 19
