rank,name,nat,perf_0,perf_1,perf_2,city,date
1,John Pennel,USA,5.18,,1,San Diego,Jun 26
2,John Cramer,USA,5.06,,1,Lohja,Aug 22
3,Paul Wilson,USA,5.05,,1,Westminster,Mar 20
3,Wolfgang Nordwig,GDR,5.05,,1,Potsdam,Aug 11
5,Gennadiy Bliznyetsov,URS,5.00,,1,Alma-Ata,Oct 15
6,Jeff Chase,USA,4.98,,1,Los Angeles,Jun 4
6,Robert Seagren,USA,4.98,,3,San Diego,Jun 26
8,Dimiter Khlebarov,BUL,4.96,,1,Sofia,Sep 26
9,Erkki Mustakari,FIN,4.95,,1,Lahti,May 27
10,Christos Papanicolau,GRE,4.92,,1,Athens,Jun 3
10,Aulis Kairento,FIN,4.92,,1,Oulu,Jul 18
12,Robert Steinhoff,USA,4.90,,1,Santa Barbara,Mar 27
12,Herve D'Encausse,FRA,4.90,,1,Clermont-Ferrand,Jun 26
12,Phil White,USA,4.90,,1,"Venice, CA",Jul 13
12,Michael Graves,USA,4.90,,1,Los Angeles,Jul 15
12,Rudolf Tomasek,TCH,4.90,,1,Zabren,Jul 25
12,Wlodzimierz Sokolowski,POL,4.90,,2,Warsaw,Aug 07
12,Klaus Lehnertz,FRG,4.90,,1,Rome,Aug 22
12,Igor Feld,URS,4.90,,2,Alma-Ata,Oct 15
20,Jim Eshelman,USA,4.89,,1,Pullman,May 22
20,Henry Wadsworth,USA,4.89,,1,"B. Green, KY",Apr 12
20,Floyd Manning,USA,4.89,,2,Phoenix,Apr 17
20,Mel Hein,USA,4.89,,3,Phoenix,Apr 17
20,John Uelses,USA,4.89,,1,Villanova,May 22
20,Guerrino Moro,CAN,4.89,,1,Eugene,May 31
20,Sam Kirk,USA,4.89,,2,Los Angeles,Aug 21
1,William Pemelton,USA,5.03,i,1,Louisville,Feb 27
2,Mel Hein,USA,5.02,i,1,San Francisco,Feb 26
3,Robert Seagren,USA,5.00,i,2,São Paulo,Oct 22
