rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Tatyana Kazankina,URS,8.22.62,,1,Leningrad,Aug 26
2,Svetlana Guskova,URS,8.29.59,,1,Moscow,Aug 7
3,Tatyana Pozdnyakova,URS,8.32.0,,1,Ryanzan,Aug 11
4,Maricica Puica,ROU,8.33.57,,1,Bucharest,Jul 10
5,Mary Slaney,USA,8.34.91,,1,Los Angeles,Jun 23
6,Olga Bondarenko,URS,8.36.20,,2,Sochi,Jun 9
7,Ulrike Bruns,GDR,8.36.38,,1,Berlin,Jul 20
8,Galina Zakharova,URS,8.37.07,,1,Donetsk,Sep 8
9,Zola Budd,RSA,8.37.5,,1,Stellenbosch,Feb 9
10,Alla Yushina,URS,8.37.76,,2,Berlin,Jul 20
11,Cindy Bremser,USA,8.38.60,,2,Zürich,Aug 22
12,Natalya Artemova,URS,8.38.84,,1,Kiev,Jun 20
13,Wendy Sly,GBR,8.39.47,,2,Los Angeles,Aug 10
14,Yelena Zhupiyeva,URS,8.39.52,,3,Kiev,Jun 20
15,Ingrid Kristiansen,NOR,8.39.56,,1,Oslo,Jul 21
16,Brigitte Kraus,FRG,8.40.90,,2,Firenze,Jun 13
17,Zhanna Tursunova,URS,8.41.07,,6,Kiev,Jun 20
18,Joan Hansen,USA,8.41.43,,3,Los Angeles,Jun 23
19,Lyubov Smolka,URS,8.41.72,,4,Donetsk,Sep 08
20,Lynn Williams,CAN,8.42.14,,3,Los Angeles,Aug 10
21,Christine Benning,GBR,8.44.46,,3,Zürich,Aug 22
22,Cornelia Bürki,SUI,8.45.20,,5,Los Angeles,Aug 10
23,Agnese Possamai,ITA,8.45.84,,3h1,Los Angeles,Aug 08
24,Lyubov Konyukhova,URS,8.45.88,,2,Moscow,Jul 19
25,Irina Nikitina,URS,8.46.0,,2,Ryazan,Aug 11
