rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Nils Ollander,SWE,9.05.2,,1,Gävle,Sep 15
2,Lars Larsson,SWE,9.07.0,,2,Stockholm,Sep 13
3,Erik Arwidsson,SWE,9.11.8,,2,Gävle,Sep 15
4,Rolf Seidenschnur,GER,9.13.2,,1,Berlin,Aug 10
5,Kauko Pekuri,FIN,9.15.6,,1,Helsinki,Aug 16
6,Tore Söderström,SWE,9.16.2,,4,Stockholm,Aug 25
7,Joseph McCluskey,USA,9.16.6,,1,Fresno,Jun 29
8,Kaarlo Tuominen,FIN,9.17.0,,3,Stockholm,Sep 13
9,Ludwig Kaindl,GER,9.20.2,,5,Helsinki,Sep 8
10,Grigoriy Yermolayev,URS,9.20.6,,,Moscow,Aug 15
11,Hans Raff,GER,9.21.8,,2,Berlin,Aug 10
12,Alf Lindblad,FIN,9.22.4,,3,Helsinki,Aug 16
13,Forrest Efaw,USA,9.25.0,,2,Fresno,Jun 29
14,Tatsuo Osawa,JPN,9.25.2,,1,Tokyo,Nov 03
15,Viljo Heino,FIN,9.29.6,,4,Tampere,Aug 24
16,Volmari Iso-Hollo,FIN,9.30.0,,3,Stockholm,Sep 08
17,Ferdinand Muschik,AUT,9.31.0,,1,Wien,Jul 13
18,Pyotr Stepanov,URS,9.31.6,,1,Moscow,
19,Pavel Savelyev,URS,9.33.0,,1,Moscow,Aug
20,George DeGeorge,USA,9.35.0,e,3,Fresno,Jun 29
20,Onni Kepponen,FIN,9.35.0,,7,Helsinki,Aug 16
22,Satoshi Seguchi,JPN,9.35.4,,2,Tokyo,Nov 03
23,Jenö Szilágyi,HUN,9.37.2,,1,Budapest,Aug 11
24,Hideo Tanaka,JPN,9.39.8,,3,Tokyo,Nov 03
25,Olle Elvland,SWE,9.40.0,,,Gävle,Sep 15
