rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Félix Roman,FRA,9.31.2,nWJ,1,Marseille,Jun 7
2,Gustaf Bergström,SWE,9.31.4,nWJ,1,Stockholm,Aug 7
3,Sven Nyhlén,SWE,9.33.0,nWJ,2,Stockholm,Aug 7
4,Eero Berg,FIN,9.44.3,,1,Helsinki,Jul 19
5,Gustaf Mattsson,SWE,9.45.1,nWJ,1,Stockholm,Jul 16
6,Georges Leclerc,FRA,9.49.6,nWJ,1,Amiens,May 21
6,Ove Andersen,FIN,9.49.6,,2,Helsinki,Jul 19
8,Marius Signoret,FRA,9.50.2,nWJ,2,Marseille,Jun 7
9,Gougourdan,FRA,9.52.2,nWJ,3,Marseille,Jun 7
10,Henri Dartigues,FRA,9.56.0,,1,Le Bouscat,Jun 7
11,Russell Payne,USA,9.57.3,e+,1,New York,Sep 26
12,John O'Neill,USA,9.59.1,e+,2,New York,Sep 26
13,Didier Combie,FRA,9.59.6,,1,Rennes,Jul 21
14,Albert Isola,FRA,10.06.2,,1,Colombes,Jun 21
15,A.J. Smith,GBR,10.12.7,e+,1,London,Jun 27
16,W. Hopper,GBR,10.16.1,e+,2,London,Jun 27
17,Jack Edward Webster,GBR,10.16.5,e+,1,London,Jul 18
18,John Suttie Smith,GBR,10.17.9,e+,3,London,Jun 27
19,Antenore Negri,ITA,10.22.6,,1,Bologna,Jun 29
20,Giuseppe Gordini,ITA,10.26.4,,2,Bologna,Jun 29
21,Evelyn Montague,GBR,10.31.8,e+,2,London,Jul 18
22,Carlo Cuttica,ITA,10.40.0,,1,Turin,Mar 29
23,Callisto Rossi,ITA,10.50.0,,2,Bologna,May 31
24,Aristide Grazioli,ITA,10.50.2,,3,Bologna,Jun 29
25,Giuseppe Marenco,ITA,10.52.0,,2,Turin,Mar 29
