rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Michael Karst,FRG,8.14.05,,1,Stockholm,Jul 5
2,Dan Glans,SWE,8.16.3,,1,Halle,Jun 18
3,Bronislaw Malinowski,POL,8.16.94,,2,Stockholm,Jul 5
4,Eshetu Tura,ETH,8.21.0,,1,Gateshead,Jul 30
5,Henry Marsh,USA,8.21.55,,3,Stockholm,Jul 5
6,James Munyala,KEN,8.21.59,,1,Westwood,Jun 11
7,George Malley,USA,8.22.54,,2,Westwood,Jun 11
8,Ron Addison,USA,8.22.83,,3,Westwood,Jun 11
9,Eberhard Weyel,FRG,8.25.4,,2,Hamburg,Aug 6
10,Euan Robertson,NZL,8.25.5,,4,Düsseldorf,Sep 3
11,Gheorhe Cefan,ROU,8.25.57,,1,Bucharest,Aug 28
12,Vladimir Filonov,URS,8.26.2,,1,Moscow,Jun 11
13,Ralf Pönitzsch,GDR,8.26.3,,2,Karl Marx Stadt,Jun 25
14,Frank Baumgartl,GDR,8.26.4,,5,Düsseldorf,Sep 03
15,Dennis Coates,GBR,8.26.63,,1,London,Jul 17
16,Masanari Shintaku,JPN,8.26.9,,1,Tokyo,Oct 30
17,Dan Betini,ROU,8.27.55,,2,Bucharest,Aug 28
18,Sergey Skripka,URS,8.28.0,,2,Moscow,Jun 11
19,Vasile Bichea,ROU,8.28.20,,3,Bucharest,Aug 28
20,Tapio Kantanen,FIN,8.28.6,,1,Pietarsaari,Aug 07
21,Paul Thijs,BEL,8.28.7,,1,Brussels,Jun 28
21,Vladimir Lisovskiy,URS,8.28.7,,1,Moscow,Jul 26
23,Paul Copu,ROU,8.28.8,,2,Sofia,Aug 22
24,Kazimierz Maranda,POL,8.29.3,,1,Bydgoszcz,Jul 31
25,Nicolae Voicu,ROU,8.29.6,,3,Bucharest,Jun 05
