rank,name,nat,perf_0,perf_1,perf_2,city,date
1,T. McKenzie,RSA,9.43.5,e+,1,Port Elizabeth,Sep 30
2,Leonard Richardson,RSA,9.43.7,e+,2,Port Elizabeth,Sep 30
3,Paavo Nurmi,FIN,9.54.8,,1,Tampere,Jun 22
4,Gerhard Volkmann,GER,9.55.2,,1,Berlin,Jun 26
5,Erich Lehmann,GER,9.58.0,e,2,Berlin,Jun 26
6,Frederick Ward,GBR,10.02.1,e+,1,Coventry,Jun 17
7,Nestori Järvelä,FIN,10.07.3,,2,Tampere,Jun 22
8,Väinö Sipilä,FIN,10.08.3,,3,Tampere,Jun 22
9,Elias Katz,FIN,10.08.6,,4,Tampere,Jun 22
10,Edmond Brossard,FRA,10.13.2,,1,Colombes,Aug 20
11,Maurice Deconninck,FRA,10.15.0,,1,Colombes,Aug 6
12,Mihály Váradi,HUN,10.19.8,,1,Wien,Aug 13
13,Michael Devaney,USA,10.24.7,e+,1,New York,Sep 23
14,Percy Hodge,GBR,10.26.4,,1,London,Jul 29
15,Albert Isola,FRA,10.31.0,e,2,Colombes,Aug 6
16,Bert J. Rippington,GBR,10.31.9,e,2,London,Jul 29
