rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Curt Söderberg,SWE,9.04.4,,1,Stockholm,Aug 20
2,Olle Elvland,SWE,9.04.6,,2,Stockholm,Aug 20
3,Petar Segedin,YUG,9.06.2,,1,Belgrad,Sep 4
4,Göte Hagström,SWE,9.10.6,,2,Stockholm,Jul 7
5,Curtis Stone,USA,9.11.0,,2,Oslo,Jul 27
6,Laszlo Jeszenszky,HUN,9.11.2,,1,Györ,Sep 25
7,Andre Paris,FRA,9.14.2,,1,Colombes,Oct 1
8,Pavel Zveryev,URS,9.14.8,,1,Moscow,Sep 6
9,Rainer Åsbrandt,SWE,9.15.8,,3,Stockholm,Aug 20
10,Aarne Kainlauri,FIN,9.17.0,,1,Kouvola,Sep 1
11,Mikhail Saltykov,URS,9.17.6,,2,Moscow,Sep 06
12,Martin Stokken,NOR,9.18.0,,1,København,Jun 29
12,Erik Cassel,SWE,9.18.0,,2,Värnamo,Aug 26
14,Alexandre Guyodo,FRA,9.18.6,,1,Colombes,Jul 10
15,Stanislav Przhevalskiy,URS,9.20.0,,2,Moscow,Jul 25
16,Roger Chesneau,FRA,9.21.4,,1,Paris,Jun 26
16,Knud Poulsen,DEN,9.21.4,,2,København,Jun 29
18,Jan Walett,SWE,9.21.8,,5,Stockholm,Aug 20
19,Forrest Efaw,USA,9.22.2,,3,Malmö,Aug 09
20,Erland Andersson,SWE,9.24.0,,3,Göteborg,Aug 28
21,Aleksandr Pugachevskiy,URS,9.24.4,,3,Moscow,Sep 06
22,Ivar Eriksson,SWE,9.24.6,,6,Stockholm,Aug 20
23,Alv Kveberg,NOR,9.25.6,,3,København,Jun 29
23,Kauko Lusenius,FIN,9.25.6,,5,Stockholm,Sep 11
25,Victor Firea,ROU,9.26.0,,2,Bucharest,Sep 11
