rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Conseslus Kipruto,KEN,8:01.35,,1f,Doha (QAT),Oct 04
2,Lamecha Girma,ETH,8:01.36,,2f,Doha (QAT),Oct 04
3,Soufiane El Bakkali,MAR,8:03.76,,3f,Doha (QAT),Oct 04
4,Benjamin Kigen,KEN,8:05.12,,2,Monaco (MON),Jul 12
5,Getnet Wale,ETH,8:05.21,,4f,Doha (QAT),Oct 04
6,Djilali Bedrani,FRA,8:05.23,,5f,Doha (QAT),Oct 04
7,Fernando Carro,ESP,8:05.69,,4,Monaco (MON),Jul 12
8,Abraham Kibiwot,KEN,8:05.72,,5,Monaco (MON),Jul 12
9,Chala Beyo,ETH,8:06.48,,2,Rabat (MAR),Jun 16
10,Hillary Bor,USA,8:08.41,,2,Doha (QAT),May 03
11,Leonard Kipkemoi Bett,KEN,8:08.61,,3,Doha (QAT),May 03
12,Takele Nigate,ETH,8:09.50,,8,Monaco (MON),Jul 12
13,Stanley Kipkoech Kebenei,USA,8:11.15,,10f,Doha (QAT),Oct 04
14,Lawrence Kemboi Kipsang,KEN,8:11.26,,3,Nanjing (CHN),May 21
15,Nicholas Kiptanui Bett,KEN,8:11.47,,9,Monaco (MON),Jul 12
16,Albert Chemutai,UGA,8:12.29,,10,Monaco (MON),Jul 12
17,Andrew Bayer,USA,8:12.47,,12f,Doha (QAT),Oct 04
18,Mohamed Tindouft,MAR,8:12.89,,6,Monaco (MON),Jun 16
19,Barnabas Kipyego,KEN,8:12.93,,5,Nanjing (CHN),May 21
20,Matthew Hughes,CAN,8:13.12,,4h1,Doha (QAT),Oct 01
21,Ibrahim Ezzaydouni,ESP,8:14.49,,8,Paris (FRA),Aug 24
22,Bikila Tadese Takele,ETH,8:14.88,,2,Hengelo (NED),Jul 17
23,Amos Kirui,KEN,8:17.07,,11,Paris (FRA),Aug 24
24,Abdelkarim Ben Zahra,MAR,8:18.12,,8,Roma (ITA),Jun 06
25,Daniel Arce,ESP,8:20.16,,10,Roma (ITA),Jun 06
