rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Anders Gärderud,SWE,8.14.2,,1,Helsinki,Aug 1
2,Bronislaw Malinowski,POL,8.15.04,,1,Rome,Sep 7
3,Michael Karst,FRG,8.17.91,,3,Rome,Sep 7
4,Franco Fava,ITA,8.18.85,,4,Rome,Sep 7
5,Tapio Kantanen,FIN,8.19.73,,3,Helsinki,Jun 26
6,Ben Jipcho,KEN,8.20.8,,1,Christchurch,Jan 26
7,Takaharu Koyama,JPN,8.21.6,,2,Warsaw,Jun 22
8,John Davies,GBR,8.22.48,,3,London,Sep 13
9,Douglas Brown,USA,8.23.2,,1,Knoxville,May 11
10,Dan Glans,SWE,8.24.02,,1,Stockholm,Jul 31
11,Gérard Buchheit,FRA,8.24.6,,1,Nice,Jul 28
12,Knut Kvalheim,NOR,8.25.2,,2,Västerås,Jun 28
13,Gheorhe Cefan,ROU,8.25.8,,2h,Rome,Sep 04
14,Hanspeter Wehrli,SUI,8.26.00,,3h,Rome,Sep 04
15,Gerd Frähmcke,FRG,8.26.53,,7,Rome,Sep 07
16,Sergey Skripka,URS,8.26.6,,1,Moscow,Jul 26
17,Evans Mogaka,KEN,8.27.36,,4,Stockholm,Jul 01
18,Jonas Grigas,URS,8.27.4,,2,Moscow,Jul 26
18,Sverre Sørnes,NOR,8.27.4,,2,Oslo,Jul 30
20,Vladimir Lisovskiy,URS,8.27.8,,3,Moscow,Jul 26
20,Vladimir Filonov,URS,8.27.8,,1,Podolsk,Aug 17
22,Dusan Moravcík,TCH,8.28.0,,5h,Rome,Sep 04
23,Jim Johnson,USA,8.28.8,,1,Westwood,Jun 22
24,Michael Manley,USA,8.29.0,,3,Westwood,Jun 22
24,Henryk Lesiuk,POL,8.29.0,,5,Warsaw,Jun 22
