rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Saif Saaeed Shaheen,QAT,7.53.63,,1,Brussels,Sep 03
2,Paul Kipsiele Koech,KEN,7.59.65,,1,Rome,Jul 02
3,Brahim Boulami,MAR,8.02.66,,3,Brussels,Sep 03
4,Ezekiel Kemboi,KEN,8.02.98,,2,Monaco,Sep 19
5,Brimin Kipruto,KEN,8.05.52,,1,Hengelo,May 31
6,Wesley Kiprotich,KEN,8.05.68,,4,Brussels,Sep 03
7,Richard Matelong,KEN,8.05.96,,6,Brussels,Sep 03
8,Musa Amer Obaid,QAT,8.07.18,,4,Athens,Aug 24
9,Julius Nyamu,KEN,8.11.29,,2,Paris,Jul 23
10,David Chemweno,KEN,8.11.44,,3,Paris,Jul 23
11,Luis-Miguel Martín,ESP,8.11.64,,5,Athens,Aug 24
12,Ali Ezzine,MAR,8.12.93,,3,Stockholm,Jul 27
13,Kipkurui Misoi,KEN,8.12.99,,4,Monaco,Sep 19
14,Simon Vroemen,NED,8.13.25,,6,Athens,Aug 24
15,Zouhair El Ouardi,MAR,8.13.67,,2,Heusden,Jul 31
16,Bouabdellah Tahri,FRA,8.14.26,,7,Athens,Aug 24
17,Antonio David Jiménez,ESP,8.14.30,,1,Almería,Jul 31
18,Daniel Lincoln,USA,8.15.02,,1,Sacramento,Jul 15
19,Raymond Yator,KEN,8.15.20,,3,Ostrava,Jun 08
20,Eliseo Martín,ESP,8.15.77,,9,Athens,Aug 24
21,Vincent le Dauphin,FRA,8.16.15,,10,Athens,Aug 24
22,Wilson Boit Kipketer,KEN,8.16.27,,6,Stockholm,Jul 27
23,Radoslaw Poplawski,POL,8.17.32,,12,Athens,Aug 24
24,Eliud Kirui,KEN,8.17.62,,3,Rome,Jul 02
25,Khamis Abdullah Saifeldin,QAT,8.17.89,,1h,Athens,Aug 21
