rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Joseph Mahmoud,FRA,8.07.62,,1,Brussels,Aug 24
2,Boguslaw Maminski,POL,8.09.18,,2,Brussels,Aug 24
3,Julius Korir,KEN,8.11.80,,1,Los Angeles,Aug 10
4,Brian Diemer,USA,8.13.16,,2,Koblenz,Aug 29
5,Colin Reitz,GBR,8.13.78,,2,Oslo,Jul 21
6,Peter Renner,NZL,8.14.05,,3,Koblenz,Aug 29
7,Henry Marsh,USA,8.14.25,,4,Los Angeles,Aug 10
8,Krzystof Wesolowsky,POL,8.15.28,,3,Oslo,Jul 21
9,Juan Torres,ESP,8.16.25,,4,Koblenz,Aug 29
10,Domingo Ramon Menargues,ESP,8.17.27,,6,Los Angeles,Aug 10
11,Julius Kariuki,KEN,8.17.47,,7,Los Angeles,Aug 10
12,Graeme Fell,GBR,8.17.71,,3,Brussels,Aug 24
13,Gábor Markó,HUN,8.17.97,,1,Potsdam,Jul 21
14,John Gregorek,USA,8.18.45,,3,Los Angeles,Jun 23
15,Fethi Baccouche,TUN,8.18.70,,6s,Los Angeles,Aug 08
16,William van Dijck,BEL,8.18.75,,5,Koblenz,Aug 29
17,Farley Gerber,USA,8.19.27,,1,Eugene,Jun 01
18,Roger Hackney,GBR,8.20.16,,1,Gateshead,Jun 10
19,Pascal Debacker,FRA,8.20.34,,2s,Los Angeles,Aug 08
20,Ken Martin,USA,8.20.40,,6,Brussels,Aug 24
21,Tommy Ekblom,FIN,8.20.54,,3s1,Los Angeles,Aug 08
22,Peter Daenens,BEL,8.20.7,,2,Louvain,Jun 22
23,Paul Davies-Hale,GBR,8.20.83,,2,Gateshead,Jun 10
24,Hagen Melzer,GDR,8.21.32,,2,Potsdam,Jul 21
25,Andrey Popelyayev,URS,8.21.75,,1,Moscow,Jul 19
