rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Evan Jager,USA,8:01.29,,1,Monaco (Stade Louis II),Jul 21
2,Conseslus Kipruto,KEN,8:04.63,,1,Roma (Stadio Olimpico),Jun 08
3,Soufiane Elbakkali,MAR,8:04.83,,2,Bruxelles,Sep 01
4,Jairus Kipchoge Birech,KEN,8:07.68,,2,Monaco (Stade Louis II),Jul 21
5,Stanley Kipkoech Kebenei,USA,8:08.30,,3,Monaco (Stade Louis II),Jul 21
6,Amos Kirui,KEN,8:08.37,,4,Roma (Stadio Olimpico),Jun 08
7,Abraham Kibiwott,KEN,8:10.62,,2,Marseille (Stade Delort),Jun 03
8,Yemane Haileselassie,ERI,8:11.22,,5,Roma (Stadio Olimpico),Jun 08
9,Benjamin Kigen,KEN,8:11.38,,4,Monaco (Stade Louis II),Jul 21
10,Hillary Bor,USA,8:11.82,,6,Roma (Stadio Olimpico),Jun 08
11,Nicholas Kiptonui Bett,KEN,8:12.20,,5,Bruxelles,Sep 01
12,Getnet Wale,ETH,8:12.28,,1,Hengelo,Jun 11
13,Tafese Seboka,ETH,8:13.22,,2,Hengelo,Jun 11
14,Chala Beyo,ETH,8:13.24,,3,Hengelo,Jun 11
15,Tesfaye Deriba,ETH,8:13.33,,4,Hengelo,Jun 11
16,Hailemariyam Amare,ETH,8:13.39,,3,Ostrava (Mestský Stadion),Jun 28
17,Barnabas Kipyego,KEN,8:14.13,,7,Roma (Stadio Olimpico),Jun 08
18,Andrew Bayer,USA,8:14.46,,8,Roma (Stadio Olimpico),Jun 08
19,Mahiedine Mekhissi,FRA,8:14.67,,3,Marseille (Stade Delort),Jun 03
20,Yoann Kowal,FRA,8:15.60,,10,Roma (Stadio Olimpico),Jun 08
21,Justus Kipkorir Lagat,KEN,8:18.46,,4,Marseille (Stade Delort),Jun 03
22,Ibrahim Ezzaydouny,MAR,8:18.50,,6,Rabat,Jul 16
23,Hicham Sigueni,MAR,8:18.77,,2,Huelva (Estadio Iberoamericano),Jun 14
24,Maksim Yakushev,RUS,8:19.19,,1,Zhukovskiy (Meteor),Jul 29
25,Tesfaye Girma,ETH,8:19.67,,12,Roma (Stadio Olimpico),Jun 08
