rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Erik Elmsäter,SWE,9.02.2,,1,Stockholm,Aug 2
2,Tore Sjöstrand,SWE,9.04.6,,2,Stockholm,Jul 5
3,Göte Hagström,SWE,9.12.6,,3,Stockholm,Aug 10
4,Olle Elvland,SWE,9.14.6,,3,Stockholm,Aug 30
5,Frithjof Thorstensson-Medalen,SWE,9.15.6,,4,Stockholm,Aug 30
6,Helge Andersson,SWE,9.16.8,,1,Linköping,Jul 3
7,Tore Söderström,SWE,9.18.6,,3,Stockholm,Jul 5
8,Pentti Siltaloppi,FIN,9.24.8,,1,Lohja,Jul 15
9,Aleksey Tyulenev,URS,9.26.8,,,,
10,Pyotr Stepanov,URS,9.29.6,,1,Kiev,Sep
11,Pavel Zveryev,URS,9.29.8,,,,
12,Alf Lindblad,FIN,9.30.4,,2,Lohja,Jul 15
13,Vladimir Kazantsev,URS,9.30.6,,2,Kiev,Sep
14,Grigoriy Yermolayev,URS,9.31.6,,,,
15,Rune Norberg,SWE,9.33.4,,7,Stockholm,Aug 10
16,Knut Andersson,SWE,9.33.8,,1,Fagersta,Sep 02
17,Fride Larsson,SWE,9.36.2,,2,Fagersta,Sep 02
18,Väinö Mäkelä,FIN,9.39.9,e-,4,Falun,Sep 09
19,Jean Gallet,FRA,9.40.2,,1,Paris,Aug 26
20,Sture Larsson,SWE,9.40.4,,6,Stockholm,Aug 30
21,Svante Särnholm,SWE,9.41.2,,1,Uppsala,Jul 21
22,Åke Andersson,SWE,9.43.8,,3,Fagersta,Sep 02
23,Yngve Svensson,SWE,9.44.0,,2,Finspang,Sep 02
24,Kaarlo Tuominen,FIN,9.50.2,,3,Lohja,Jul 15
25,Volmari Iso-Hollo,FIN,9.51.0,,,,
