rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Saif Saaeed Shaheen,QAT,7.57.38,,1,Monaco,Sep 14
2,Paul Kipsiele Koech,KEN,7.57.42,,2,Monaco,Sep 14
3,Ezekiel Kemboi,KEN,8.02.49,,2,Zürich,Aug 15
4,Bouabdellah Tahri,FRA,8.06.91,,3,Paris,Jul 04
5,Kipkurui Misoi,KEN,8.07.74,,4,Paris,Jul 04
6,Julius Nyamu,KEN,8.09.06,,1,Heusden-Zolder,Aug 02
7,Eliseo Martín,ESP,8.09.09,,3,Paris,Aug 26
8,Wilson Boit Kipketer,KEN,8.09.16,,3,Ostrava,Jun 12
9,Simon Vroemen,NED,8.09.18,,3,Brussels,Sep 05
10,Abel Yagout Jawher,BRN,8.09.37,,2,Heusden-Zolder,Aug 02
11,Reuben Kosgei,KEN,8.09.65,,2,Hengelo,Jun 01
12,Abraham Cherono,KEN,8.10.33,,6,Ostrava,Jun 12
13,Michael Kipyego,KEN,8.13.02,,3,Hengelo,Jun 01
14,Ali Ezzine,MAR,8.13.31,,6,Brussels,Sep 05
15,Luis-Miguel Martín,ESP,8.13.52,,6,Saint-Denis,Aug 26
16,José Luis Blanco,ESP,8.13.86,,3,San Sebastián,Aug 10
17,David Chemweno,KEN,8.14.14,,4,Sevilla,Jun 07
18,Zouhair El Ouardi,MAR,8.14.81,,8,Brussels,Sep 05
19,Abdelkader Hachlaf,MAR,8.15.33,,6,Saint-Denis,Jul 04
20,Pavel Potapovich,RUS,8.15.54,,7,Saint-Denis,Jul 04
21,Antonio David Jiménez,ESP,8.15.82,,5,Sevilla,Jun 07
22,Botjan Buc,SLO,8.16.96,,7,Ostrava,Jun 12
23,Vincent le Dauphin,FRA,8.17.48,,9,Paris,Jul 04
24,Jukka Keskisalo,FIN,8.17.72,,9,Paris,Aug 26
25,Günther Weidlinger,AUT,8.17.90,,8,Ostrava,Jun 12
