rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Moses Kiptanui,KEN,8.02.08,,1,Zürich,Aug 19
2,Philip Barkutwo,KEN,8.05.37,,2,Rieti,Sep 6
3,Matthew Birir,KEN,8.08.84,,1,Barcelona,Aug 7
4,Patrick Sang,KEN,8.09.55,,2,Barcelona,Aug 7
5,William Mutwol,KEN,8.10.74,,3,Barcelona,Aug 7
6,Azzedine Brahmi,ALG,8.11.27,,1,Oslo,Jul 4
7,Micah Boinett,KEN,8.12.69,,1,Nizza,Jul 15
8,Peter Koech,KEN,8.13.02,,3,Nizza,Jul 15
9,Alessandro Lambruschini,ITA,8.13.38,,2,Rome,Jun 9
10,Tom Hanlon,GBR,8.13.65,,3,Oslo,Jul 4
11,Mark Croghan,USA,8.14.11,,5,Nice,Jul 15
12,William van Dijck,BEL,8.14.58,,4,Rieti,Sep 06
13,Brian Diemer,USA,8.16.51,,6,Berlin,Aug 21
14,Steffen Brand,GER,8.16.60,,5,Barcelona,Aug 07
15,Julius Kariuki,KEN,8.16.77,,4,Rome,Jun 09
16,Daniel Lopez,USA,8.16.88,,3,New Orleans,Jun 26
17,Thomas Nohilly,USA,8.16.92,,4,New Orleans,Jun 26
18,Whaddon Niewoudt,RSA,8.19.00,,1,Stellenbosch,May 08
19,Johnstone Kipkoech,KEN,8.19.48,,2,Duisburg,Jun 07
20,Abdelaziz Sahere,MAR,8.19.65,,2,Dar-el-Beida,May 31
21,Clodoaldo Lopes do Carmo,BRA,8.19.80,,5,Brussels,Aug 28
22,Mark Rowland,GBR,8.20.32,,7,Monaco,Aug 11
23,Shaun Creighton,AUS,8.20.37,,1,Melbourne,Dec 17
24,Joseph Keter,KEN,8.21.74,,2,Edinburgh,Jun 19
25,Solomon Mitei,KEN,8.22.05,,2,Hengelo,Jun 28
