rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Brimin Kiprop Kipruto,KEN,7.53.64,,1,Monaco,Jul 22
2,Ezekiel Kemboi,KEN,7.55.76,,2,Monaco,Jul 22
3,Paul Kipsiele Koech,KEN,7.57.32,,3,Monaco,Jul 22
4,Mahiedine Mekhissi-Benabbad,FRA,8.02.09,,1,Paris Saint-Denis,Jul 08
5,Bouabdellah Tahri,FRA,8.05.72,,4,Monaco,Jul 22
6,Bernard Nganga,KEN,8.05.88,,2,Berlin,Sep 11
7,Richard Kipkemboi Mateelong,KEN,8.07.41,,5,Monaco,Jul 22
8,Hillary Kipsang Yego,KEN,8.07.71,,3,Shanghai,May 15
9,Jonathan Muia Ndiku,KEN,8.07.75,,6,Monaco,Jul 22
10,Benjamin Kiplagat,UGA,8.08.43,,3,Paris Saint-Denis,Jul 08
11,Patrick Kipkirui Langat,KEN,8.08.59,,4,Shanghai,May 15
12,Roba Gari,ETH,8.10.03,,4,Paris Saint-Denis,Jul 08
13,Jairus Kipchoge,KEN,8.11.31,,5,Paris Saint-Denis,Jul 08
14,Ruben Ramolefi,RSA,8.11.50,,2h2,Daegu,Aug 29
15,Hamid Ezzine,MAR,8.11.81,,3h2,Daegu,Aug 29
16,Nahom Mesfin,ETH,8.12.04,,4h2,Daegu,Aug 29
17,Silas Kosgei Kitum,KEN,8.12.17,,3,Daegu,May 12
18,Nordine Gezzar,FRA,8.12.25,,9,Monaco,Jul 22
19,Bernard Mbugua,KEN,8.12.27,,1,Dubnica nad Váhom,Sep 15
20,Abdelkader Hachlaf,MAR,8.13.04,,1,Rabat,Jun 05
21,Elijah Chelimo Kipterege,KEN,8.14.22,,2,Zagreb,Sep 13
22,Elias Kemboi Chelimo,KEN,8.14.28,,3,Berlin,Sep 11
23,Lukasz Parszczynski,POL,8.15.47,,8,Paris,Jul 08
24,Jacob Araptany,UGA,8.15.72,,1,Kampala,Jul 24
25,Haron Lagat,KEN,8.15.80,,3,Zagreb,Sep 13
